"month","hour_of_day","day_of_week","operator","trips","scheduled_rides","trips_with_wait","wait_p50","wait_p90","trips_wait_gt10","trips_wait_gt15","share_wait_gt10","share_wait_gt15","avg_duration_min","avg_speed_mph","avg_fare","shared_requests","shared_matches","wav_requests","wav_matches","sum_miles","sum_time_sec","sum_total_fare"
"2025-03-01",5,6,"Lyft",19355,952,18403,311.6,575,1617,350,0.0879,0.019,18.36,22.34,36.09,0,0,16,16,132333.59,21321186,698494.67
"2025-03-01",5,6,"Uber",40195,868,39327,286.9,599,3895,1029,0.099,0.0262,18.37,23.75,40.54,2828,1546,35,35,292263.05,44301485,1629435.46
"2025-03-01",5,7,"Lyft",19543,1097,18446,366,687.4,2828,650,0.1533,0.0352,17.89,21.38,36.56,0,0,10,10,124598.36,20979764,714530.92
"2025-03-01",5,7,"Uber",43635,1159,42476,341.8,705.6,6660,1872,0.1568,0.0441,18.68,23.25,42.74,3209,1859,29,29,315823.29,48904160,1865096.85
"2025-03-01",6,1,"Lyft",32258,1461,30797,300,573.2,2616,485,0.0849,0.0157,19.7,17.76,34.27,0,0,29,29,188074.98,38130988,1105544.5
"2025-03-01",6,1,"Uber",75245,1730,73515,270.6,564.6,6109,1371,0.0831,0.0186,19.91,18.58,38.32,4369,2651,44,44,464013.37,89885852,2883630.86
"2025-03-01",6,2,"Lyft",24632,994,23638,250.1,445.8,706,84,0.0299,0.0036,19.36,17.69,31.1,0,0,23,23,140647.09,28619547,766074.14
"2025-03-01",6,2,"Uber",57615,1265,56350,227.8,434.3,2066,401,0.0367,0.0071,18.68,18.43,34.24,2967,1709,50,50,330644.49,64573172,1972607.41
"2025-03-01",6,3,"Lyft",25803,1062,24741,250.5,441.7,719,108,0.0291,0.0044,19.88,17.83,32.3,0,0,30,30,152485.03,30782134,833530.97
"2025-03-01",6,3,"Uber",58689,1371,57318,228.5,426.6,1911,377,0.0333,0.0066,18.77,18.31,34.85,3129,1794,46,46,336119.05,66078057,2045080.87
"2025-03-01",6,4,"Lyft",26850,1151,25699,270.6,485.4,1058,129,0.0412,0.005,20.68,17.87,33.92,0,0,28,28,165347.92,33309318,910807.45
"2025-03-01",6,4,"Uber",59874,1469,58405,237.1,449,2326,443,0.0398,0.0076,19.44,18.26,36.7,3033,1748,49,49,354309.07,69834754,2197540.21
"2025-03-01",6,5,"Lyft",26401,1142,25259,271.9,492.7,1186,151,0.047,0.006,19.71,18.48,33.43,0,0,35,35,160270.76,31226355,882487.99
"2025-03-01",6,5,"Uber",60252,1373,58879,244.9,473.4,2870,568,0.0487,0.0096,19.13,19.15,36.54,3269,1929,46,46,367839.15,69152761,2201765.53
"2025-03-01",6,6,"Lyft",22856,770,22086,251.3,448.9,692,98,0.0313,0.0044,17.75,21.97,32.15,0,0,22,22,148525.05,24336242,734763.31
"2025-03-01",6,6,"Uber",48706,871,47835,228.4,442.3,2022,384,0.0423,0.008,17.42,23.11,35.03,3627,2123,27,27,326694.28,50902287,1706273.99
"2025-03-01",6,7,"Lyft",20848,896,19952,320,624.9,2239,493,0.1122,0.0247,17.72,22.09,35.13,0,0,23,23,135988.19,22160496,732475.17
"2025-03-01",6,7,"Uber",50280,1025,49255,301,634.7,5737,1344,0.1165,0.0273,18.37,23.35,39.5,4207,2665,15,15,359356.75,55405913,1986048.05
"2025-03-01",7,1,"Lyft",47491,2447,45044,322.8,657.5,5925,1316,0.1315,0.0292,20.14,14.2,32.12,0,0,73,73,226389.03,57399852,1525253.59
"2025-03-01",7,1,"Uber",116666,2352,114314,305.9,645.1,14209,3353,0.1243,0.0293,20.13,14.77,35.76,5020,2946,182,182,577837.95,140885511,4172241.16
"2025-03-01",7,2,"Lyft",39260,1848,37412,288.7,561.5,2945,467,0.0787,0.0125,20.53,13.59,29.54,0,0,62,62,182543.14,48356063,1159603.94
"2025-03-01",7,2,"Uber",98429,1830,96599,264.7,541.8,6887,1318,0.0713,0.0136,19.63,14.14,32.62,3910,2152,149,149,455557.96,115954125,3210758.59
"2025-03-01",7,3,"Lyft",41655,1997,39658,290.4,558.1,3077,489,0.0776,0.0123,20.83,13.74,30.21,0,0,69,69,198650.91,52062474,1258559.82
"2025-03-01",7,3,"Uber",98142,1850,96292,261.3,525.4,6238,1144,0.0648,0.0119,19.59,14.18,33.41,3836,2120,166,166,454303.24,115365964,3278604.66
"2025-03-01",7,4,"Lyft",42542,1909,40633,304.4,578,3573,526,0.0879,0.0129,21.02,13.75,31.05,0,0,59,59,204932.45,53645617,1320717.61
"2025-03-01",7,4,"Uber",98998,1868,97130,271.7,549.8,7246,1366,0.0746,0.0141,19.94,14.22,34.54,3926,2218,153,153,467729.09,118421120,3419052.88
"2025-03-01",7,5,"Lyft",41019,1864,39155,302.2,590.5,3683,617,0.0941,0.0158,20.02,14.62,30.61,0,0,56,56,200070.09,49265374,1255765.95
"2025-03-01",7,5,"Uber",97894,1774,96120,276.5,575.1,8412,1698,0.0875,0.0177,19.46,15.24,33.82,3911,2271,126,126,483841.95,114297379,3310310.81
"2025-03-01",7,6,"Lyft",28004,646,27358,221.6,381.2,402,44,0.0147,0.0016,17.34,20.99,30.35,0,0,34,34,169859.11,29137100,850036.41
"2025-03-01",7,6,"Uber",63166,871,62295,205.9,388.8,1800,316,0.0289,0.0051,17.07,22.09,33.02,4190,2349,72,72,397023.47,64688505,2085494
"2025-03-01",7,7,"Lyft",24810,708,24102,265.2,500.4,1255,228,0.0521,0.0095,16.93,21.8,31.84,0,0,28,28,152565.4,25198110,789912.38
"2025-03-01",7,7,"Uber",59659,945,58714,252.1,524.8,3922,874,0.0668,0.0149,17.26,23.13,35.14,4511,2677,53,53,396804.48,61772540,2096218.41
"2025-03-01",8,1,"Lyft",59283,1983,57300,309.9,599.4,5692,1137,0.0993,0.0198,19.38,12.71,29.1,0,0,132,132,243393.58,68931182,1725335.87
"2025-03-01",8,1,"Uber",145981,2300,143681,277,583.7,13229,2944,0.0921,0.0205,19.42,13.42,32.63,5410,2870,313,313,633968.53,170102070,4763230.37
"2025-03-01",8,2,"Lyft",48261,1668,46593,288.8,561.7,3675,689,0.0789,0.0148,20.34,12.14,28.48,0,0,110,110,198603.84,58894666,1374554.03
"2025-03-01",8,2,"Uber",120161,1796,118365,245.9,492.1,6383,1205,0.0539,0.0102,19.56,12.71,31.66,3952,2002,295,295,497806.88,141015570,3803763.8
"2025-03-01",8,3,"Lyft",50450,1745,48705,295.7,581.3,4345,857,0.0892,0.0176,20.37,12.29,28.99,0,0,141,141,210477.49,61656160,1462759.71
"2025-03-01",8,3,"Uber",120531,1987,118544,250.6,494.7,6359,1283,0.0536,0.0108,19.38,13.01,32.59,3954,1930,253,253,506466.95,140153361,3928586.79
"2025-03-01",8,4,"Lyft",51050,1750,49300,298.4,570.8,4130,742,0.0838,0.0151,20.5,12.44,29.54,0,0,92,92,216940.39,62783308,1507843.81
"2025-03-01",8,4,"Uber",120359,1910,118449,253.8,500.1,6658,1222,0.0562,0.0103,19.58,13.08,33.18,4013,2012,288,288,513830.43,141426973,3993753.91
"2025-03-01",8,5,"Lyft",49036,1580,47456,272.3,517.4,2795,514,0.0589,0.0108,19.08,13.59,27.94,0,0,99,99,211973.67,56138651,1369844.8
"2025-03-01",8,5,"Uber",117230,1817,115413,240.4,489.1,6357,1307,0.0551,0.0113,18.51,14.31,30.9,4074,2035,297,297,517686.75,130196473,3622428.58
"2025-03-01",8,6,"Lyft",34635,590,34045,222.1,386.4,477,56,0.014,0.0016,16.91,18.6,28.07,0,0,69,69,181610.44,35146362,972308.17
"2025-03-01",8,6,"Uber",81767,863,80904,205.2,383.8,2123,375,0.0262,0.0046,16.6,19.81,30.47,4208,2279,104,104,448037.25,81416574,2491355.83
"2025-03-01",8,7,"Lyft",28172,498,27674,247.1,452.9,969,149,0.035,0.0054,16.46,20.57,30.02,0,0,66,66,158928.68,27818493,845600.22
"2025-03-01",8,7,"Uber",70484,798,69685,230.1,476,3727,729,0.0535,0.0105,16.23,21.78,32.53,4006,2158,84,84,415242.83,68643687,2292973.29
"2025-03-01",9,1,"Lyft",50395,1689,48706,236.9,448,1666,287,0.0342,0.0059,19.27,13.68,29.04,0,0,176,176,221509.91,58278251,1463484.4
"2025-03-01",9,1,"Uber",122273,2129,120144,213.1,431.5,4632,967,0.0386,0.008,18.9,14.39,32.35,3692,1509,530,530,553970.37,138622588,3955845.59
"2025-03-01",9,2,"Lyft",39429,1392,38037,228.4,426.5,999,148,0.0263,0.0039,20.22,12.84,28.86,0,0,140,140,170632,47846934,1138101.79
"2025-03-01",9,2,"Uber",99227,1727,97500,205.2,397,2708,487,0.0278,0.005,19.49,13.43,32.21,2932,1286,520,520,433075.03,116056589,3196394.09
"2025-03-01",9,3,"Lyft",41376,1519,39857,231.9,438.2,1407,318,0.0353,0.008,19.84,13.09,28.83,0,0,148,148,179020.53,49244693,1193052.41
"2025-03-01",9,3,"Uber",101259,1915,99344,204.8,398.8,2779,568,0.028,0.0057,19.12,13.77,32.61,2938,1186,427,427,444353.17,116137663,3301664.22
"2025-03-01",9,4,"Lyft",43957,1431,42526,233.3,435.8,1241,184,0.0292,0.0043,20.28,13.03,29.23,0,0,127,127,193624.49,53488522,1284712.6
"2025-03-01",9,4,"Uber",102578,1812,100766,204.8,397.9,2932,508,0.0291,0.005,19.4,13.7,32.91,2882,1200,454,454,454471.07,119398903,3375550.21
"2025-03-01",9,5,"Lyft",41134,1363,39771,216.2,384.7,601,92,0.0151,0.0023,19.18,14.43,28.55,0,0,135,135,189738.06,47338360,1174203.1
"2025-03-01",9,5,"Uber",96910,1648,95262,194.8,370.1,2251,389,0.0236,0.0041,18.38,15.13,31.67,2775,1228,416,416,449197.09,106852121,3069619.94
"2025-03-01",9,6,"Lyft",40967,499,40468,224.2,393.7,681,73,0.0168,0.0018,16.78,16.88,26.99,0,0,91,91,193372.52,41236355,1105821.37
"2025-03-01",9,6,"Uber",98961,746,98215,203.9,386.6,2475,405,0.0252,0.0041,16.52,18.09,29.78,3552,1675,195,195,492909.55,98074293,2946618.35
"2025-03-01",9,7,"Lyft",34712,457,34255,246.8,442.3,1048,177,0.0306,0.0052,16.19,18.68,28.35,0,0,74,74,174940.87,33709723,984224.19
"2025-03-01",9,7,"Uber",89398,722,88676,229.1,462.2,4247,855,0.0479,0.0096,16.01,20.01,31.3,3589,1791,161,161,477333.15,85873130,2798494.32
"2025-03-01",10,1,"Lyft",41261,1249,40012,211.4,393,813,140,0.0203,0.0035,20,14.45,30.22,0,0,200,200,198686.52,49509625,1247083.44
"2025-03-01",10,1,"Uber",100060,1667,98393,194.4,391.5,2975,564,0.0302,0.0057,19.43,15.1,33.94,2520,792,557,557,489261.03,116625767,3395695.13
"2025-03-01",10,2,"Lyft",32222,1087,31135,204.7,376,445,77,0.0143,0.0025,20.74,13.57,29.73,0,0,171,171,151146.76,40096828,957841.87
"2025-03-01",10,2,"Uber",79274,1372,77902,191.4,376.2,1818,372,0.0233,0.0048,19.8,14.27,33.71,1923,623,554,554,373157.27,94159718,2672401.88
"2025-03-01",10,3,"Lyft",33543,1026,32517,203.4,370,446,53,0.0137,0.0016,20.5,13.73,29.56,0,0,190,190,157374.42,41248838,991603.91
"2025-03-01",10,3,"Uber",80883,1483,79400,186.7,362.8,1915,337,0.0241,0.0042,19.66,14.45,34.29,1746,460,543,543,382857.15,95409321,2773230.68
"2025-03-01",10,4,"Lyft",36389,1102,35287,208.1,377.5,487,84,0.0138,0.0024,21.06,13.85,30.36,0,0,171,171,176871,45987075,1104589.22
"2025-03-01",10,4,"Uber",83546,1433,82113,187.7,366.8,1979,373,0.0241,0.0045,20.07,14.35,35.1,1912,587,528,528,401035.69,100604113,2932490.57
"2025-03-01",10,5,"Lyft",35799,1046,34753,206.9,369.1,462,71,0.0133,0.002,20.12,14.58,29.82,0,0,183,183,174993.56,43210347,1067564.23
"2025-03-01",10,5,"Uber",84425,1265,83160,188.2,366.8,2128,368,0.0256,0.0044,19.13,15.25,33.4,1909,672,519,519,410409.19,96901011,2819479.06
"2025-03-01",10,6,"Lyft",44279,443,43836,218.9,384.7,627,100,0.0143,0.0023,17.52,15.82,27.5,0,0,115,115,204578.74,46552448,1217701.04
"2025-03-01",10,6,"Uber",107656,722,106934,195.8,370,2439,428,0.0228,0.004,17.01,16.87,30.14,2870,1118,279,279,514867.09,109881280,3244407.93
"2025-03-01",10,7,"Lyft",40649,429,40220,252.6,454.6,1331,220,0.0331,0.0055,16.75,17.51,28.61,0,0,117,117,198665.96,40856642,1162913.13
"2025-03-01",10,7,"Uber",106979,698,106281,232.7,470.7,5355,1171,0.0504,0.011,16.52,18.84,31.56,3288,1561,197,197,554982.33,106020419,3376132.85
"2025-03-01",11,1,"Lyft",38004,960,37044,208.5,382.7,669,118,0.0181,0.0032,20.12,14.53,30.47,0,0,222,222,185183.24,45873427,1158091.52
"2025-03-01",11,1,"Uber",91672,1476,90196,191,384.5,2680,520,0.0297,0.0058,19.52,15.09,34.61,2090,613,598,598,450224.45,107385817,3172331.81
"2025-03-01",11,2,"Lyft",28495,818,27677,203.6,374.3,398,70,0.0144,0.0025,20.73,13.7,30.2,0,0,182,182,134898.55,35442281,860592.61
"2025-03-01",11,2,"Uber",72800,1280,71519,186.9,377.5,1858,315,0.026,0.0044,20.25,14.38,35.04,1402,323,540,540,353248.07,88462913,2551180.87
"2025-03-01",11,3,"Lyft",30086,827,29259,198.4,367,423,69,0.0145,0.0024,20.72,13.94,30.61,0,0,186,186,144793.52,37399734,920828.53
"2025-03-01",11,3,"Uber",74414,1300,73114,182.6,360.1,1586,321,0.0217,0.0044,19.96,14.52,35.56,1319,325,548,548,359398.5,89111091,2646068.57
"2025-03-01",11,4,"Lyft",33694,937,32757,206.2,378.4,530,84,0.0162,0.0026,21.36,13.72,31.2,0,0,178,178,164608.03,43187276,1051322.03
"2025-03-01",11,4,"Uber",79375,1311,78064,186,370.9,2049,358,0.0262,0.0046,20.51,14.23,36.02,1522,443,547,547,386180.82,97668849,2858751.4
"2025-03-01",11,5,"Lyft",33460,811,32649,214.8,389,571,88,0.0175,0.0027,20.74,14.13,30.84,0,0,178,177,163377.53,41630292,1031785.24
"2025-03-01",11,5,"Uber",82487,1203,81284,192.6,381.4,2350,409,0.0289,0.005,19.92,14.91,34.38,1672,502,527,527,408270.92,98576154,2836123.04
"2025-03-01",11,6,"Lyft",47353,337,47016,220.6,385.2,622,107,0.0132,0.0023,18.31,14.7,27.85,0,0,125,125,212371.4,52008259,1318744.62
"2025-03-01",11,6,"Uber",114851,641,114210,195.8,375.9,2865,501,0.0251,0.0044,17.9,15.78,30.8,2705,1095,280,280,540520.95,123318694,3537116.49
"2025-03-01",11,7,"Lyft",43793,392,43401,248.9,447.4,1299,197,0.0299,0.0045,17.36,16.05,28.52,0,0,143,143,203319.34,45615172,1249172.11
"2025-03-01",11,7,"Uber",111266,599,110667,224.8,456.9,5139,1064,0.0464,0.0096,17.27,17.53,32.07,3173,1351,231,231,561513.77,115313372,3568043.58
"2025-03-01",12,1,"Lyft",36953,1057,35896,212.1,392.8,772,134,0.0215,0.0037,20.33,14.8,31.14,0,0,263,263,185261.57,45065979,1150568.6
"2025-03-01",12,1,"Uber",90276,1434,88842,194.9,397.9,2890,543,0.0325,0.0061,19.68,15.37,35.15,2036,548,674,674,454974.77,106578088,3172978.82
"2025-03-01",12,2,"Lyft",28491,896,27595,208.6,391.4,543,74,0.0197,0.0027,20.87,13.93,30.79,0,0,227,227,138072.5,35671420,877131.96
"2025-03-01",12,2,"Uber",72376,1199,71177,189.9,387.3,2072,388,0.0291,0.0055,20.2,14.58,35.14,1543,424,635,635,355405.23,87729217,2543157.25
"2025-03-01",12,3,"Lyft",29864,951,28913,206.8,381.3,523,87,0.0181,0.003,20.95,14.02,31.05,0,0,255,255,146189.51,37543668,927220.74
"2025-03-01",12,3,"Uber",75029,1284,73745,187.1,378.1,1801,369,0.0244,0.005,20.25,14.68,36.06,1332,293,644,644,371826.5,91172898,2705347.4
"2025-03-01",12,4,"Lyft",33052,1007,32045,211.1,390.1,658,113,0.0205,0.0035,21.71,14.1,32.45,0,0,194,194,168624.87,43058569,1072482.98
"2025-03-01",12,4,"Uber",79731,1331,78400,188.9,384,2234,443,0.0285,0.0057,20.86,14.66,37.47,1531,406,637,637,406462.1,99793259,2987432.52
"2025-03-01",12,5,"Lyft",34009,788,33221,238,442.2,1044,156,0.0314,0.0047,20.96,14.15,31.55,0,0,199,199,168183.15,42775946,1073129.38
"2025-03-01",12,5,"Uber",85353,1097,84256,211.9,427.6,3137,626,0.0372,0.0074,20.26,14.75,34.93,1846,566,555,555,424978.15,103753559,2981016.83
"2025-03-01",12,6,"Lyft",49714,400,49314,231.5,413,1013,159,0.0205,0.0032,19.33,14.07,28.88,0,0,151,151,225339.92,57670723,1435928.44
"2025-03-01",12,6,"Uber",118584,588,117996,203,400.6,3470,686,0.0294,0.0058,18.62,14.94,31.53,2708,1032,354,354,549679.15,132484383,3739072.8
"2025-03-01",12,7,"Lyft",44279,319,43960,250.1,455.1,1457,213,0.0331,0.0048,18.42,15.55,29.9,0,0,119,119,211420.79,48947423,1323807.6
"2025-03-01",12,7,"Uber",113313,548,112765,223.9,461.6,5335,1034,0.0473,0.0092,18.28,16.87,33.27,3007,1284,263,263,582547.73,124293121,3769544.99
"2025-03-01",13,1,"Lyft",38388,919,37469,220.7,403.8,788,126,0.021,0.0034,20.63,14.59,31.42,0,0,273,273,192587.71,47515552,1206003.17
"2025-03-01",13,1,"Uber",94769,1265,93504,201.3,411.3,3322,652,0.0355,0.007,19.91,15.05,34.95,2469,800,760,760,473086.2,113195637,3311871.72
"2025-03-01",13,2,"Lyft",28925,749,28176,210.4,389.8,509,99,0.0181,0.0035,21.15,13.91,31.11,0,0,206,206,141838.61,36703994,899777.33
"2025-03-01",13,2,"Uber",76198,988,75210,193.8,392.1,2128,460,0.0283,0.0061,20.36,14.51,35.07,1783,513,630,630,375124.86,93075218,2672357.89
"2025-03-01",13,3,"Lyft",31452,864,30588,212.6,392.5,604,94,0.0197,0.0031,21.58,13.92,31.84,0,0,226,226,157482.06,40733223,1001308.5
"2025-03-01",13,3,"Uber",80455,1147,79308,190.2,381.4,2251,436,0.0284,0.0055,20.65,14.44,36.22,1768,551,693,693,399828.25,99662154,2914472.01
"2025-03-01",13,4,"Lyft",33658,820,32838,216.2,396.3,622,105,0.0189,0.0032,22.39,13.88,33.1,0,0,211,211,174261.53,45208334,1114243.85
"2025-03-01",13,4,"Uber",82731,1139,81592,192.6,388.1,2453,435,0.0301,0.0053,21.41,14.4,37.93,1800,530,650,650,425189.6,106274479,3138020.18
"2025-03-01",13,5,"Lyft",34855,679,34176,255.4,466.8,1282,192,0.0375,0.0056,21.4,13.76,32.03,0,0,207,207,171059.31,44758522,1116362.42
"2025-03-01",13,5,"Uber",90173,1003,89170,223.7,462.9,4265,845,0.0478,0.0095,20.74,14.39,35.36,2129,801,592,592,448533.95,112211981,3188877.36
"2025-03-01",13,6,"Lyft",51145,299,50846,241.1,439.3,1361,176,0.0268,0.0035,19.8,13.56,29.41,0,0,152,152,228853.78,60750122,1504369.89
"2025-03-01",13,6,"Uber",123826,569,123257,209.4,421.4,4576,814,0.0371,0.0066,19.11,14.46,31.91,3137,1213,329,329,570052.36,141958264,3950817.97
"2025-03-01",13,7,"Lyft",44080,293,43787,256.3,468,1667,259,0.0381,0.0059,19.34,15.24,31.08,0,0,126,126,216544.72,51162158,1370199.43
"2025-03-01",13,7,"Uber",114514,544,113970,232.3,474.8,5760,1304,0.0505,0.0114,19.23,16.36,34.25,3336,1472,271,271,600562.03,132144958,3921914.79
"2025-03-01",14,1,"Lyft",42993,766,42227,233.9,444.1,1414,253,0.0335,0.006,21.65,13.54,31.53,0,0,227,227,210035.64,55840440,1355630.02
"2025-03-01",14,1,"Uber",107018,1080,105938,211.9,444.6,4617,969,0.0436,0.0091,20.86,13.98,35.09,3098,1138,756,756,520226.85,133970020,3754912.05
"2025-03-01",14,2,"Lyft",32060,683,31377,222.8,424.2,815,135,0.026,0.0043,22.22,12.82,31.2,0,0,190,190,152223.07,42740430,1000387.04
"2025-03-01",14,2,"Uber",85888,871,85017,202,420.1,2986,677,0.0351,0.008,21.72,13.29,35.28,2228,729,652,652,413404.34,111949620,3030407.69
"2025-03-01",14,3,"Lyft",36526,725,35801,225.9,421.3,897,156,0.0251,0.0044,22.93,12.66,31.93,0,0,209,209,176765.91,50259459,1166433.82
"2025-03-01",14,3,"Uber",91003,964,90039,200.4,406.6,2908,593,0.0323,0.0066,22.06,13.13,36.49,2350,801,609,609,439304.05,120441793,3320282.98
"2025-03-01",14,4,"Lyft",37602,721,36881,224.2,423.9,1007,171,0.0273,0.0046,24,12.76,33.7,0,0,227,227,191887.48,54136043,1267298.99
"2025-03-01",14,4,"Uber",92188,1082,91106,198.4,406.8,3149,652,0.0346,0.0072,22.78,13.22,38.3,2252,824,645,645,462525.13,125991477,3531124.79
"2025-03-01",14,5,"Lyft",38763,636,38127,250.1,468.8,1498,205,0.0393,0.0054,23.49,12.21,32.34,0,0,189,188,185328.26,54634424,1253488.69
"2025-03-01",14,5,"Uber",100230,888,99342,219.8,454.4,4488,918,0.0452,0.0092,22.67,12.65,35.27,2677,1056,513,513,479141.57,136360000,3534931.14
"2025-03-01",14,6,"Lyft",53380,325,53055,233.7,437.4,1519,244,0.0286,0.0046,20.6,13.44,30.2,0,0,158,158,246318,65976465,1611949.5
"2025-03-01",14,6,"Uber",130010,527,129483,205.9,422,4678,945,0.0361,0.0073,19.98,14.25,32.66,3861,1866,348,348,616926.18,155853236,4246338.7
"2025-03-01",14,7,"Lyft",45176,289,44887,249.6,468.6,1787,286,0.0398,0.0064,20.44,14.91,32.24,0,0,157,157,229436.81,55398564,1456512.55
"2025-03-01",14,7,"Uber",118795,541,118254,232.5,495.4,6830,1469,0.0578,0.0124,20.33,15.94,35.35,3859,1780,272,272,641423.96,144892224,4199086.24
"2025-03-01",15,1,"Lyft",41631,622,41009,232.5,442,1382,259,0.0337,0.0063,22.8,12.72,32.51,0,0,231,231,201339.83,56961572,1353357.48
"2025-03-01",15,1,"Uber",109917,879,109038,209.4,439.3,4757,1043,0.0436,0.0096,22.05,13.15,35.7,3373,1286,550,550,531192.9,145402956,3924531.68
"2025-03-01",15,2,"Lyft",32735,526,32209,224,431.1,1061,232,0.0329,0.0072,23.63,12,32.6,0,0,185,185,154749.49,46421267,1067000.39
"2025-03-01",15,2,"Uber",87053,750,86303,201.9,422.5,3498,788,0.0405,0.0091,22.95,12.41,36.5,2472,878,488,488,413148.56,119848805,3177295.67
"2025-03-01",15,3,"Lyft",35983,517,35466,224.3,427.1,1062,194,0.0299,0.0055,24.46,11.8,33.52,0,0,195,195,173057.35,52808205,1206302.12
"2025-03-01",15,3,"Uber",92655,857,91798,198.2,405.3,2823,676,0.0308,0.0074,23.35,12.15,37.59,2773,1088,521,521,438012.31,129825387,3482716.13
"2025-03-01",15,4,"Lyft",38068,552,37516,229.1,436.1,1268,300,0.0338,0.008,25.29,11.96,35.13,0,0,208,208,191865.33,57766553,1337237.49
"2025-03-01",15,4,"Uber",96318,910,95408,202.4,419.3,3508,786,0.0368,0.0082,23.96,12.43,39.42,2635,997,594,594,477997.99,138483565,3796441.02
"2025-03-01",15,5,"Lyft",39127,473,38654,238.8,456.2,1461,285,0.0378,0.0074,24.97,11.48,34.2,0,0,187,187,187010.14,58629622,1337998.16
"2025-03-01",15,5,"Uber",99885,693,99192,209.8,434.6,4188,870,0.0422,0.0088,24.32,11.98,37.47,2977,1266,430,430,484926.12,145726319,3742508.96
"2025-03-01",15,6,"Lyft",53359,260,53099,229.1,428.4,1497,268,0.0282,0.005,21.24,13.13,30.84,0,0,161,161,247989.04,67994887,1645852.6
"2025-03-01",15,6,"Uber",132349,469,131880,203.8,416.5,4785,1021,0.0363,0.0077,20.59,13.94,33.11,4005,1882,332,332,633086.58,163486531,4381835.97
"2025-03-01",15,7,"Lyft",44747,272,44475,248.1,484.1,2201,432,0.0495,0.0097,21,14.74,32.64,0,0,122,122,230947.86,56389354,1460444.96
"2025-03-01",15,7,"Uber",117534,545,116989,228.4,501.8,7424,1714,0.0635,0.0147,20.94,15.82,35.94,4007,1988,262,262,648988.67,147663318,4224016.8
"2025-03-01",16,1,"Lyft",40474,483,39991,235.1,452.7,1544,374,0.0386,0.0094,22.58,12.46,32.62,0,0,181,181,189738.84,54833982,1320276.94
"2025-03-01",16,1,"Uber",115182,719,114463,213.7,454.6,5656,1390,0.0494,0.0121,22.1,12.77,35.17,3778,1553,477,477,541774.36,152715884,4050379.94
"2025-03-01",16,2,"Lyft",32699,403,32296,222.1,418.4,867,132,0.0268,0.0041,23.43,11.69,32.31,0,0,162,162,149291.47,45967705,1056367.57
"2025-03-01",16,2,"Uber",90909,609,90300,201.7,413.4,2976,636,0.033,0.007,22.64,12.03,35.75,2636,1003,392,392,412694.78,123504729,3250357.22
"2025-03-01",16,3,"Lyft",39291,558,38733,247.4,510.9,2331,479,0.0602,0.0124,23.62,11.36,32.84,0,0,172,172,175710.52,55680820,1290231.57
"2025-03-01",16,3,"Uber",102372,768,101604,218.7,475.7,5223,1133,0.0514,0.0112,22.99,11.56,37.36,3163,1294,422,422,453639.01,141231432,3824909.82
"2025-03-01",16,4,"Lyft",39255,530,38725,230.8,428,1127,228,0.0291,0.0059,25.24,11.59,34.71,0,0,153,152,191367.71,59454615,1362362.86
"2025-03-01",16,4,"Uber",99280,789,98491,203.5,413.4,3552,756,0.0361,0.0077,24,11.97,38.83,2825,1140,428,428,475433.89,142933617,3854968.2
"2025-03-01",16,5,"Lyft",40465,414,40051,234.3,437.5,1269,250,0.0317,0.0062,23.94,11.51,32.98,0,0,143,143,185845.98,58126025,1334729.94
"2025-03-01",16,5,"Uber",103879,592,103287,207.6,428.9,4206,889,0.0407,0.0086,23.4,11.89,35.82,3140,1340,387,387,481862.27,145854091,3721140.98
"2025-03-01",16,6,"Lyft",54643,282,54361,232.2,429,1566,275,0.0288,0.0051,21.17,12.7,30.75,0,0,149,149,244740.3,69398219,1680458.81
"2025-03-01",16,6,"Uber",134740,456,134284,207.5,423.8,5090,1048,0.0379,0.0078,20.75,13.71,33.57,4145,1909,344,344,638889.26,167753988,4523184.73
"2025-03-01",16,7,"Lyft",43778,242,43536,252,486.5,2132,499,0.049,0.0115,20.98,14.84,32.85,0,0,121,121,227204.5,55118083,1438124.81
"2025-03-01",16,7,"Uber",114957,427,114530,228.6,485.6,6621,1711,0.0578,0.0149,20.76,15.84,35.77,3807,1690,267,267,629971.66,143181656,4111869.91
"2025-03-01",17,1,"Lyft",43650,430,43220,244.7,465.2,1677,290,0.0388,0.0067,20.34,12.62,30.35,0,0,158,158,186735.06,53276996,1324634.11
"2025-03-01",17,1,"Uber",120909,579,120330,221.5,460.1,5562,1173,0.0462,0.0097,20.07,13.1,33.33,3962,1610,396,396,529923.69,145608326,4030107.21
"2025-03-01",17,2,"Lyft",36262,353,35909,242.4,456.3,1279,174,0.0356,0.0048,21.4,11.67,30.4,0,0,123,123,150968.53,46552987,1102220.22
"2025-03-01",17,2,"Uber",99572,446,99126,218.2,435.9,3569,747,0.036,0.0075,21.06,12.12,34.11,3209,1332,263,263,423761.28,125842523,3396226.27
"2025-03-01",17,3,"Lyft",41086,450,40636,267.1,594.7,3974,1107,0.0978,0.0272,21.74,11.25,31.83,0,0,146,146,167555.81,53594490,1307688.01
"2025-03-01",17,3,"Uber",110551,632,109919,243,575.9,9802,2512,0.0892,0.0229,21.51,11.57,37.51,3819,1771,351,351,458383.98,142674729,4146473.73
