"month","hour_of_day","day_of_week","operator","trips","scheduled_rides","trips_with_wait","wait_p50","wait_p90","trips_wait_gt10","trips_wait_gt15","share_wait_gt10","share_wait_gt15","avg_duration_min","avg_speed_mph","avg_fare","shared_requests","shared_matches","wav_requests","wav_matches","sum_miles","sum_time_sec","sum_total_fare"
"2025-10-01",14,1,"Uber",86369,993,85376,217.7,483.4,4598,1083,0.0539,0.0127,21.71,13.86,35.33,1460,522,563,563,433242.37,112509920,3051467.67
"2025-10-01",14,2,"Lyft",31462,739,30723,221.1,416.8,784,148,0.0255,0.0048,23.41,12.38,32.53,0,0,221,221,151923.59,44185088,1023580.46
"2025-10-01",14,2,"Uber",88787,1052,87735,208.8,446,3828,875,0.0436,0.01,22.79,12.66,35.36,1647,636,613,613,427156.36,121420510,3139495.42
"2025-10-01",14,3,"Lyft",41088,957,40131,222.8,422.3,1116,209,0.0278,0.0052,24.49,12.21,34.17,0,0,307,307,204868.46,60385370,1403898.49
"2025-10-01",14,3,"Uber",113512,1425,112087,222.2,470.9,5344,1231,0.0477,0.011,24.01,12.46,37.41,2295,854,796,796,566107.48,163500393,4247044.88
"2025-10-01",14,4,"Lyft",46579,993,45586,254.3,529.9,3123,747,0.0685,0.0164,25.47,11.09,35.32,0,0,292,292,219188.34,71176295,1645298.21
"2025-10-01",14,4,"Uber",130835,1519,129316,246.7,564.7,10876,2809,0.0841,0.0217,25.76,11.15,39.13,2825,1321,765,765,626140.94,202198080,5119785.45
"2025-10-01",14,5,"Lyft",48212,825,47387,281.1,535.8,3170,623,0.0669,0.0131,26.07,11.07,34.61,0,0,300,300,231839.96,75408209,1668610.13
"2025-10-01",14,5,"Uber",128373,1417,126956,263.3,571.2,11044,2832,0.087,0.0223,25.46,11.36,36.85,2885,1398,655,655,618917.08,196067269,4731166.42
"2025-10-01",14,6,"Lyft",38876,291,38585,233.2,437.5,1295,302,0.0336,0.0078,21.25,12.53,30.72,0,0,185,185,172555.39,49568771,1194136.78
"2025-10-01",14,6,"Uber",109458,543,108914,241.2,518.4,7108,1611,0.0653,0.0148,22.12,13.25,32.04,2939,1652,313,313,534552.04,145253673,3507170.41
"2025-10-01",14,7,"Lyft",35399,294,35105,246.2,452.5,1277,242,0.0364,0.0069,21.65,13.84,32.81,0,0,120,120,176803.28,45987371,1161594.46
"2025-10-01",14,7,"Uber",101311,517,100794,260.7,541.6,7481,1798,0.0742,0.0178,22.13,14.57,34.25,2543,1426,263,263,544657.74,134535867,3469446.43
"2025-10-01",15,1,"Lyft",30535,478,30057,222.9,411.1,798,176,0.0265,0.0059,23.4,12.81,34.02,0,0,178,178,152532.88,42864801,1038798.91
"2025-10-01",15,1,"Uber",91001,860,90141,218.4,490.9,5179,1188,0.0575,0.0132,22.79,13.08,35.57,1586,668,447,447,452064.95,124436305,3236531.92
"2025-10-01",15,2,"Lyft",31110,565,30545,219.1,418.2,798,155,0.0261,0.0051,24.26,11.76,33.91,0,0,218,218,147883.74,45287482,1055030.75
"2025-10-01",15,2,"Uber",90204,886,89318,209.3,451.2,3977,948,0.0445,0.0106,23.69,12.01,36.37,1884,793,510,510,427819.21,128189971,3280954.79
"2025-10-01",15,3,"Lyft",40214,669,39545,221,417,1083,182,0.0274,0.0046,25.44,11.45,35.64,0,0,250,250,195254.67,61394462,1433269.27
"2025-10-01",15,3,"Uber",116086,1213,114873,210.7,459.6,5380,1273,0.0468,0.0111,25.21,11.76,38.85,2411,1073,635,635,573361.7,175576906,4509748.14
"2025-10-01",15,4,"Lyft",43245,800,42445,259,556.4,3440,990,0.081,0.0233,26.92,10.12,37.7,0,0,292,292,196328.27,69845804,1630417.5
"2025-10-01",15,4,"Uber",132508,1446,131062,266.2,609.3,13625,4086,0.104,0.0312,27.93,10.16,42.08,3211,1568,599,599,626745.4,222081533,5575529.62
"2025-10-01",15,5,"Lyft",47858,644,47214,277.8,551,3597,762,0.0762,0.0161,27,10.21,35.63,0,0,279,279,219984.94,77533478,1705362
"2025-10-01",15,5,"Uber",130578,1227,129351,256.1,559.4,10715,2851,0.0828,0.022,26.6,10.56,37.51,3570,1909,529,529,611141.18,208367948,4897542.53
"2025-10-01",15,6,"Lyft",39421,289,39132,221.9,408.2,970,214,0.0248,0.0055,21.5,12.39,30.76,0,0,155,155,174952.76,50853444,1212547.45
"2025-10-01",15,6,"Uber",112358,510,111848,215.2,461.8,5399,1208,0.0483,0.0108,22.16,13.17,31.73,3029,1782,310,310,546544.38,149379457,3565100.88
"2025-10-01",15,7,"Lyft",35878,285,35593,239.4,444.2,1239,264,0.0348,0.0074,22.01,13.71,33.22,0,0,119,119,180485.95,47376123,1192027.91
"2025-10-01",15,7,"Uber",102516,559,101957,240.4,514.6,6767,1654,0.0664,0.0162,22.64,14.39,34.56,2823,1646,251,251,556470,139262285,3543214.19
"2025-10-01",16,1,"Lyft",29688,386,29302,222.9,417.3,836,155,0.0285,0.0053,23.5,12.36,34.07,0,0,163,163,143736.21,41862198,1011539.54
"2025-10-01",16,1,"Uber",95506,752,94754,219.1,477.9,5048,1210,0.0533,0.0128,23,12.44,34.05,2055,875,350,350,455428.5,131822458,3252183.97
"2025-10-01",16,2,"Lyft",29812,463,29349,213.1,400.6,683,118,0.0233,0.004,23.81,11.51,33.95,0,0,188,188,136119.65,42583121,1011979.15
"2025-10-01",16,2,"Uber",95789,817,94972,206.1,450.6,4254,986,0.0448,0.0104,23.4,11.76,35.12,2033,924,378,378,439264.84,134459773,3364538.95
"2025-10-01",16,3,"Lyft",39781,535,39246,215.4,406.4,927,176,0.0236,0.0045,24.53,11.05,34.89,0,0,231,231,179767.8,58553089,1387894.18
"2025-10-01",16,3,"Uber",124545,1211,123334,208.3,440.5,5142,1196,0.0417,0.0097,24.99,11.49,37.68,2864,1381,519,519,595789.62,186733808,4692807.39
"2025-10-01",16,4,"Lyft",42429,710,41719,256.1,555.8,3446,1059,0.0826,0.0254,26.53,9.81,36.69,0,0,205,205,184050.5,67532889,1556856.21
"2025-10-01",16,4,"Uber",135932,1534,134398,248.3,567.4,11610,3395,0.0864,0.0253,27.91,10.07,40.48,3734,1992,530,530,636892.04,227664729,5501948.67
"2025-10-01",16,5,"Lyft",50387,545,49842,262.4,524.8,3267,749,0.0655,0.015,25.45,9.99,32.8,0,0,257,257,213499.3,76948075,1652459.27
"2025-10-01",16,5,"Uber",137538,1207,136331,247.6,540.4,10242,2690,0.0751,0.0197,26.35,10.52,36.06,3962,2279,496,496,635662.38,217428231,4959537.08
"2025-10-01",16,6,"Lyft",40450,330,40120,221.9,404.8,966,190,0.0241,0.0047,21.82,12.24,31.11,0,0,159,159,180094.47,52956813,1258243.67
"2025-10-01",16,6,"Uber",117910,589,117321,215.4,457,5485,1198,0.0468,0.0102,22.32,12.99,31.59,3339,2051,289,289,569715.96,157871572,3724573.74
"2025-10-01",16,7,"Lyft",36119,303,35816,244.8,464,1446,297,0.0404,0.0083,21.72,13.7,32.99,0,0,138,138,179173.48,47077858,1191689.21
"2025-10-01",16,7,"Uber",106310,512,105798,247.6,530.9,7538,1934,0.0712,0.0183,22.57,14.14,34,2985,1804,242,242,565476.1,143969776,3614312.07
"2025-10-01",17,1,"Lyft",32207,333,31874,228.5,419.1,820,176,0.0257,0.0055,21.18,12.19,31.6,0,0,146,146,138621.44,40923993,1017779.41
"2025-10-01",17,1,"Uber",105648,659,104989,239.3,501.8,6281,1541,0.0598,0.0147,21.32,12.57,32.21,2277,1096,314,314,471846.36,135150746,3403114.8
"2025-10-01",17,2,"Lyft",34243,397,33846,220.2,416.9,895,149,0.0264,0.0044,22.32,11.37,31.84,0,0,148,148,144819.28,45858810,1090332.98
"2025-10-01",17,2,"Uber",111384,675,110709,229.8,481.9,5751,1239,0.0519,0.0112,22.28,11.75,33.44,2466,1228,308,308,485747.57,148867855,3724963.37
"2025-10-01",17,3,"Lyft",46185,530,45655,226,428.7,1346,207,0.0295,0.0045,23.14,10.89,32.88,0,0,200,200,194008.06,64122514,1518702.26
"2025-10-01",17,3,"Uber",143373,1021,142352,217.1,452.9,6289,1333,0.0442,0.0094,23.27,11.33,35.02,3543,1880,390,390,630198.7,200207381,5021450.82
"2025-10-01",17,4,"Lyft",48828,709,48119,268.7,586.7,4535,1265,0.0942,0.0263,24.53,9.88,34.45,0,0,194,194,197102.25,71850713,1682280.2
"2025-10-01",17,4,"Uber",146200,1352,144848,249.9,540.4,10847,2855,0.0749,0.0197,26.04,10.33,39.39,4223,2414,395,395,655015.8,228382896,5759372.83
"2025-10-01",17,5,"Lyft",58845,515,58330,265.4,527,3865,905,0.0663,0.0155,23.7,10.39,30.86,0,0,227,227,241532.58,83669140,1815947.53
"2025-10-01",17,5,"Uber",153314,944,152370,262.1,559.8,12423,3112,0.0815,0.0204,24.24,10.77,33.23,4488,2700,421,421,667206.32,223017306,5095057.07
"2025-10-01",17,6,"Lyft",47247,346,46901,229.9,419.8,1260,224,0.0269,0.0048,22.11,12.18,29.77,0,0,161,161,212095.86,62684949,1406369.43
"2025-10-01",17,6,"Uber",123201,606,122595,217.7,464.3,6014,1379,0.0491,0.0112,22.11,12.92,31.48,3400,2138,290,290,586637.01,163470021,3878805.36
"2025-10-01",17,7,"Lyft",39291,295,38996,251.7,490.3,2111,575,0.0541,0.0147,21.32,13.59,31.09,0,0,139,139,189798.99,50271553,1221687.62
"2025-10-01",17,7,"Uber",107496,513,106983,249.4,543.9,8317,2211,0.0777,0.0207,22.06,14.13,33.09,2966,1788,233,233,558527.51,142256108,3556562.33
"2025-10-01",18,1,"Lyft",33163,211,32952,233.5,422.5,795,127,0.0241,0.0039,18.79,13.45,29.71,0,0,110,110,139662.02,37395211,985336
"2025-10-01",18,1,"Uber",108276,440,107836,234.5,490.6,6138,1403,0.0569,0.013,19.16,13.86,30.68,2251,1136,213,213,479327.55,124486105,3321578.78
"2025-10-01",18,2,"Lyft",36330,236,36094,231.9,431.8,1120,204,0.031,0.0057,20.31,12.37,30.48,0,0,112,112,152076.22,44267015,1107519.09
"2025-10-01",18,2,"Uber",115956,446,115510,228.2,471.2,5633,1230,0.0488,0.0106,20.32,12.77,32.1,2448,1232,242,242,501401.42,141348088,3722520.22
"2025-10-01",18,3,"Lyft",48275,338,47937,230.3,438.8,1644,328,0.0343,0.0068,20.67,12.05,31.04,0,0,169,169,200387.91,59869931,1498541.67
"2025-10-01",18,3,"Uber",150155,651,149504,229.3,469.6,7126,1450,0.0477,0.0097,20.92,12.55,32.87,3683,1985,329,329,657184.21,188446932,4936290.82
"2025-10-01",18,4,"Lyft",50370,484,49886,265.9,570.7,4384,1309,0.0879,0.0262,21.91,10.82,32.89,0,0,181,181,199106.9,66218608,1656783.4
"2025-10-01",18,4,"Uber",152870,792,152078,249.7,531.3,10731,2704,0.0706,0.0178,23.38,11.62,37.4,4033,2355,321,321,692391.21,214466275,5716986.37
"2025-10-01",18,5,"Lyft",64093,455,63638,273,525.4,4102,903,0.0645,0.0142,22.14,11.31,30,0,0,209,209,267444.98,85122060,1923107.54
"2025-10-01",18,5,"Uber",166551,722,165829,258.2,540.6,12352,3033,0.0745,0.0183,22.67,11.6,32.3,4563,2811,371,371,730155.98,226584529,5378877.2
"2025-10-01",18,6,"Lyft",51373,304,51069,260.4,474.3,2027,308,0.0397,0.006,21.92,12.01,29.48,0,0,137,137,225460.98,67562771,1514458.58
"2025-10-01",18,6,"Uber",132023,509,131514,249.6,517.7,8588,1951,0.0653,0.0148,22.02,12.73,30.82,3684,2373,279,279,616875.22,174413037,4068593.71
"2025-10-01",18,7,"Lyft",40567,254,40313,267.7,502.9,2220,462,0.0551,0.0115,20.52,13.75,29.8,0,0,121,121,190753.07,49949738,1209060.26
"2025-10-01",18,7,"Uber",107754,438,107316,273.3,567.7,9212,2255,0.0858,0.021,21.24,14.41,31.78,3109,1859,205,205,549820.08,137317719,3424083.13
"2025-10-01",19,1,"Lyft",31292,169,31123,218.1,402.5,721,123,0.0232,0.004,17.76,15.55,29.06,0,0,89,89,143981.11,33335872,909433.02
"2025-10-01",19,1,"Uber",98647,259,98388,220.3,484,5502,1127,0.0559,0.0115,17.97,15.99,30.54,1896,879,153,153,472474.12,106349272,3012506.39
"2025-10-01",19,2,"Lyft",34600,172,34428,211.8,386.5,646,121,0.0188,0.0035,18.78,14.77,29.9,0,0,95,95,159916.37,38982358,1034417.58
"2025-10-01",19,2,"Uber",105585,301,105284,208.9,451.6,4768,984,0.0453,0.0093,19.09,15.34,33.06,2068,990,175,175,515421.95,120928624,3491113.14
"2025-10-01",19,3,"Lyft",47085,207,46878,210.1,383.3,894,174,0.0191,0.0037,19.18,14.5,30.36,0,0,134,134,218251.26,54176360,1429526.67
"2025-10-01",19,3,"Uber",140784,404,140380,218.4,464,6376,1339,0.0454,0.0095,19.56,15.13,33.42,3076,1581,269,269,694158.69,165212077,4704679.49
"2025-10-01",19,4,"Lyft",52686,296,52390,242.2,470.8,2473,604,0.0472,0.0115,20.68,12.8,31.47,0,0,155,155,232323.35,65365694,1658232.92
"2025-10-01",19,4,"Uber",151704,486,151218,234.5,500.2,9226,2174,0.061,0.0144,21.61,13.48,35.33,3950,2306,265,265,736510,196667563,5359011.48
"2025-10-01",19,5,"Lyft",68494,310,68184,261.8,498.7,3464,626,0.0508,0.0092,20.45,12.34,28.6,0,0,185,185,288101.28,84052788,1958946.22
"2025-10-01",19,5,"Uber",172894,474,172419,254.8,534.8,12520,2927,0.0726,0.017,20.86,12.65,30.57,4314,2634,276,276,760304.08,216358073,5286113.92
"2025-10-01",19,6,"Lyft",54391,232,54159,273.3,512.2,2973,555,0.0549,0.0102,20.71,12.15,28.68,0,0,141,141,228122.74,67573471,1559856.66
"2025-10-01",19,6,"Uber",140198,350,139847,278.3,565.5,11680,2600,0.0835,0.0186,21.03,13.11,30.22,4047,2691,241,241,644255.63,176881283,4237396.6
"2025-10-01",19,7,"Lyft",39970,165,39805,254.5,472.4,1696,289,0.0426,0.0073,19.54,14.24,28.26,0,0,113,113,185384.91,46858284,1129521.63
"2025-10-01",19,7,"Uber",105278,266,105012,274.7,591.5,10068,2432,0.0959,0.0232,20.09,15.03,30.48,3129,1895,162,162,529913.07,126910804,3208749.43
"2025-10-01",20,1,"Lyft",27849,113,27736,208.8,381.8,522,123,0.0188,0.0044,17.64,17.51,30.17,0,0,77,77,143375.9,29481395,840220.25
"2025-10-01",20,1,"Uber",90535,191,90344,214.2,488.6,5314,1152,0.0588,0.0128,17.65,17.81,32.15,2118,1107,131,131,474267.66,95874116,2910642.65
"2025-10-01",20,2,"Lyft",32494,149,32345,209.1,384.4,616,135,0.019,0.0042,19.26,16.94,31.85,0,0,89,89,176704.65,37542234,1034976.84
"2025-10-01",20,2,"Uber",101044,252,100792,212.5,476,5263,1093,0.0522,0.0108,19.41,17.57,36.6,2369,1321,121,121,574423.89,117697619,3698233.68
"2025-10-01",20,3,"Lyft",45215,177,45038,205.9,376,812,195,0.018,0.0043,19.61,16.65,32.3,0,0,112,112,245975.76,53192764,1460450.35
"2025-10-01",20,3,"Uber",133110,311,132799,222.8,484.1,7076,1574,0.0533,0.0119,19.78,17.33,36.88,3161,1752,211,211,760318.32,157950924,4908597.67
"2025-10-01",20,4,"Lyft",50924,265,50659,232.1,445.4,2018,483,0.0398,0.0095,20.73,14.93,32.88,0,0,131,131,262769.01,63344420,1674146.55
"2025-10-01",20,4,"Uber",146145,376,145769,230.4,503.8,8940,2079,0.0613,0.0143,21.16,15.48,36.93,4574,2912,211,211,797871.92,185558429,5396811.51
"2025-10-01",20,5,"Lyft",64143,258,63885,238.7,446,2080,314,0.0326,0.0049,19.83,13.31,28.31,0,0,140,140,282271.27,76330287,1816192.21
"2025-10-01",20,5,"Uber",167522,369,167153,238.7,536,12486,3118,0.0747,0.0187,20.16,13.65,29.76,5063,3392,206,206,768580.52,202656816,4985107.81
"2025-10-01",20,6,"Lyft",51113,177,50936,238.4,437,1523,277,0.0299,0.0054,19.84,13.2,28,0,0,147,147,223079.85,60840911,1431256.95
"2025-10-01",20,6,"Uber",132014,223,131791,235.2,502.2,7996,1735,0.0607,0.0132,19.87,14.08,28.43,4419,3083,203,203,615742.28,157417753,3752908.37
"2025-10-01",20,7,"Lyft",35262,108,35154,239.5,449.4,1229,208,0.035,0.0059,18.3,15.24,27.19,0,0,77,77,163886.31,38711108,958760.28
"2025-10-01",20,7,"Uber",96445,181,96264,247.1,565.5,8295,1951,0.0862,0.0203,18.91,16.15,28.78,3570,2266,154,154,490904.33,109453632,2775364.57
"2025-10-01",21,1,"Lyft",27811,125,27686,216.5,404.3,800,239,0.0289,0.0086,17.67,18.22,31.01,0,0,60,60,149223.11,29478208,862456.39
"2025-10-01",21,1,"Uber",86013,129,85884,224.3,532.7,6586,1974,0.0767,0.023,17.71,18.65,32.94,2302,1374,103,103,473470.55,91394024,2833196.29
"2025-10-01",21,2,"Lyft",33320,154,33166,238,494.6,1910,435,0.0576,0.0131,19.17,18.09,33.79,0,0,75,75,192536.35,38326028,1126012.3
"2025-10-01",21,2,"Uber",96351,194,96157,238.7,536.5,7067,1732,0.0735,0.018,19.5,18.64,40.53,2498,1473,109,109,583530.84,112705614,3905486.26
"2025-10-01",21,3,"Lyft",46939,178,46761,228.8,460.3,2176,534,0.0465,0.0114,19.79,17.34,33.9,0,0,123,123,268482.55,55746774,1591279.01
"2025-10-01",21,3,"Uber",131096,242,130854,230,531.2,9555,2444,0.073,0.0187,20.06,18.11,39.79,3740,2399,159,159,793634.24,157779871,5216546.86
"2025-10-01",21,4,"Lyft",52151,180,51971,240,492.4,2946,755,0.0567,0.0145,20.41,16.25,34.24,0,0,107,107,288163.41,63856302,1785683.89
"2025-10-01",21,4,"Uber",140134,309,139825,238.6,554.2,11440,3052,0.0818,0.0218,20.95,17.03,40.16,4530,3086,162,162,833199.8,176154405,5627253.85
"2025-10-01",21,5,"Lyft",62025,252,61773,232.4,458.5,2551,507,0.0413,0.0082,20.09,13.91,29.99,0,0,132,132,288826.59,74749322,1859848.41
"2025-10-01",21,5,"Uber",160673,283,160390,230.8,525.2,10978,2568,0.0684,0.016,20.22,14.43,31.22,5420,3789,203,203,781037.13,194901175,5016844.19
"2025-10-01",21,6,"Lyft",51037,136,50901,220.8,403.3,1064,162,0.0209,0.0032,19.94,13.95,28.44,0,0,105,105,236577,61056134,1451563.6
"2025-10-01",21,6,"Uber",128837,221,128616,217.3,467.5,6582,1372,0.0512,0.0107,19.81,14.72,28.39,4656,3283,192,192,626157.17,153110216,3657078.06
"2025-10-01",21,7,"Lyft",32062,97,31965,239.9,474.3,1649,362,0.0516,0.0113,18,16.44,28.77,0,0,77,77,158169.68,34626504,922326.67
"2025-10-01",21,7,"Uber",90661,149,90512,246.2,589.7,8634,2287,0.0954,0.0253,18.55,17.12,29.05,3647,2531,114,114,479893.38,100910012,2633562.2
"2025-10-01",22,1,"Lyft",26795,73,26722,231.5,448.2,1204,369,0.0451,0.0138,18.09,18.51,31.14,0,0,41,41,149524.76,29085440,834527.7
"2025-10-01",22,1,"Uber",76785,110,76675,249.8,583.9,7193,2245,0.0938,0.0293,17.76,18.85,31.76,2941,1962,65,65,428312.05,81809576,2438507.06
"2025-10-01",22,2,"Lyft",32784,117,32667,249.7,538.3,2504,721,0.0767,0.0221,19.16,17.8,33.01,0,0,63,63,186382.09,37693588,1082291.72
"2025-10-01",22,2,"Uber",86972,133,86839,242.8,546.6,6824,1553,0.0786,0.0179,19.1,18.36,37.14,2794,1765,91,91,508276.25,99662253,3230553.3
"2025-10-01",22,3,"Lyft",46419,117,46302,259.3,552.6,3766,1006,0.0813,0.0217,19.97,17.23,34.26,0,0,71,71,266112.26,55613542,1590244.58
"2025-10-01",22,3,"Uber",122120,222,121898,255.6,580.5,11209,3106,0.092,0.0255,20.16,17.85,39.05,4106,2678,128,128,732382.04,147718175,4768775.99
"2025-10-01",22,4,"Lyft",53367,168,53199,264.8,567.3,4584,1234,0.0862,0.0232,20.29,16.39,34.37,0,0,101,101,295823.54,64977632,1834114.35
"2025-10-01",22,4,"Uber",134672,253,134419,275.1,602.1,13527,3553,0.1006,0.0264,20.61,17.2,39.33,5239,3750,140,140,795879.12,166533977,5296155.42
"2025-10-01",22,5,"Lyft",68576,175,68401,258,512.9,4273,1003,0.0625,0.0147,20.58,14.07,31.44,0,0,111,111,330960.96,84662968,2156309.61
"2025-10-01",22,5,"Uber",165372,321,165051,249.4,564.2,13886,3427,0.0841,0.0208,20.88,14.63,33.4,6755,4990,142,142,842039.13,207189433,5523277.18
"2025-10-01",22,6,"Lyft",56960,137,56823,265,526.6,3725,809,0.0656,0.0142,21.07,14.08,30.6,0,0,107,107,281610.1,72008549,1742741.55
"2025-10-01",22,6,"Uber",136595,243,136352,257.9,561.6,11347,2655,0.0832,0.0195,20.6,14.85,30.87,5761,4400,136,136,696235.45,168809209,4216819.33
"2025-10-01",22,7,"Lyft",31346,97,31249,265.2,563.7,2699,712,0.0864,0.0228,18.15,17.66,29.48,0,0,59,59,167487.27,34141849,924067.63
"2025-10-01",22,7,"Uber",81452,158,81294,289.1,660.9,10373,2871,0.1276,0.0353,18.15,18.08,29.46,4250,3047,87,87,445453.95,88712592,2399822.94
"2025-10-01",23,1,"Lyft",22320,67,22253,231.7,471.9,1166,259,0.0524,0.0116,17.45,18.95,29.94,0,0,45,45,123024.45,23373054,668253.18
"2025-10-01",23,1,"Uber",61154,87,61067,231.7,568.1,5337,1262,0.0874,0.0207,17.27,19.12,29.55,3022,2035,55,55,336565.14,63354839,1807104.96
"2025-10-01",23,2,"Lyft",26222,66,26156,225.9,443.1,1194,341,0.0456,0.013,18.49,17.9,30.86,0,0,47,47,144583.77,29084855,809201.46
"2025-10-01",23,2,"Uber",69561,98,69463,238.7,559.2,5890,1566,0.0848,0.0225,18.45,18.42,32.64,3218,2207,52,52,393910.56,77006139,2270462.6
"2025-10-01",23,3,"Lyft",37351,99,37252,234.2,455.5,1683,386,0.0452,0.0104,19.08,17.62,32.26,0,0,62,62,209290.17,42763261,1205049.57
"2025-10-01",23,3,"Uber",96482,142,96340,231.8,557,7986,1896,0.0829,0.0197,19.02,17.82,33.3,4767,3326,80,80,544978,110113247,3212377.25
"2025-10-01",23,4,"Lyft",46549,115,46434,264.2,552.3,3605,881,0.0776,0.019,19.83,16.75,33.1,0,0,71,71,257678.99,55396907,1540925.8
"2025-10-01",23,4,"Uber",116505,124,116381,259.6,601.4,11685,2845,0.1004,0.0244,20.08,17.21,35.39,6036,4468,95,95,670926.48,140369323,4123618.32
"2025-10-01",23,5,"Lyft",68171,154,68017,277.4,540.3,4805,979,0.0706,0.0144,19.9,14.21,32.35,0,0,87,87,321289.21,81382032,2205347.68
"2025-10-01",23,5,"Uber",157640,293,157347,286.6,602.1,15841,3578,0.1007,0.0227,20.72,14.94,35.17,8145,6181,114,114,813454.18,196022620,5544138.32
"2025-10-01",23,6,"Lyft",56887,141,56746,298.3,584,5155,1123,0.0908,0.0198,19.91,14.43,31.31,0,0,94,94,272370.86,67958084,1781037.13
"2025-10-01",23,6,"Uber",132737,177,132560,310.3,629.9,15189,3522,0.1146,0.0266,20.18,15.47,32.35,6840,5437,114,114,690612.75,160687186,4294272.19
"2025-10-01",23,7,"Lyft",26803,69,26734,261.1,571.7,2356,738,0.0881,0.0276,17.43,18.97,28.9,0,0,44,44,147752.44,28034074,774679.58
"2025-10-01",23,7,"Uber",68314,85,68229,269.5,666.8,8746,2506,0.1282,0.0367,17.37,19.34,28.65,4396,3144,59,59,382534.95,71210010,1956938.69
"2025-11-01",0,1,"Lyft",20275,58,20217,240.6,487.1,1190,326,0.0589,0.0161,16.75,20.51,27.63,0,0,43,43,116079.56,20378535,560196.49
"2025-11-01",0,1,"Uber",43577,93,43484,242.4,620.2,4666,1493,0.1073,0.0343,16.49,20.57,28.19,2375,1601,31,31,246296.3,43108088,1228504.92
"2025-11-01",0,2,"Lyft",16860,40,16820,229,463.2,894,195,0.0532,0.0116,16.4,19.87,28.7,0,0,22,22,91550.36,16586434,483923.68
"2025-11-01",0,2,"Uber",42153,83,42069,226.8,570.2,3757,1029,0.0893,0.0245,16.31,19.9,29.21,2045,1272,22,22,228068.77,41251372,1231336.82
"2025-11-01",0,3,"Lyft",19276,58,19218,225,447.8,856,162,0.0445,0.0084,16.51,19.51,28.49,0,0,34,34,103455.41,19091859,549128.93
"2025-11-01",0,3,"Uber",46078,98,45980,221.6,541.5,3563,805,0.0775,0.0175,16.38,19.31,29.34,2304,1416,33,33,242779.12,45273026,1351923.93
"2025-11-01",0,4,"Lyft",21817,54,21763,212.7,387.2,527,91,0.0242,0.0042,16.72,18.45,27.79,0,0,32,32,112190.84,21889147,606347.13
"2025-11-01",0,4,"Uber",53591,84,53506,212.9,505.8,3526,827,0.0659,0.0155,16.78,18.76,29.04,2542,1666,30,30,281069.96,53939383,1556362.6
"2025-11-01",0,5,"Lyft",31052,89,30963,249.2,535,2349,783,0.0759,0.0253,18.49,17.36,29.87,0,0,66,66,166108.58,34454594,927532.6
"2025-11-01",0,5,"Uber",73653,144,73509,242.4,571.3,6520,1861,0.0887,0.0253,18.45,17.55,30.82,3720,2555,70,70,397327.16,81513863,2269652.66
"2025-11-01",0,6,"Lyft",66423,109,66314,262.8,523.5,4351,838,0.0656,0.0126,18.28,14.87,32.2,0,0,74,74,300943.42,72861697,2138910.54
"2025-11-01",0,6,"Uber",129670,259,129410,264.3,589.5,12278,2764,0.0949,0.0214,19.49,15.73,35.91,7071,5121,63,63,662719.71,151664116,4656625.82
"2025-11-01",0,7,"Lyft",63384,117,63267,291.6,564,5079,928,0.0803,0.0147,18.37,15.12,31.51,0,0,75,75,293352.71,69866819,1997373.38
"2025-11-01",0,7,"Uber",149744,360,149384,290.8,629.3,16838,4488,0.1127,0.03,19.18,16.09,33.79,6841,5276,86,86,770264.18,172296723,5059799.55
"2025-11-01",1,1,"Lyft",11913,46,11867,238.2,521.4,858,226,0.0723,0.019,16.59,21.32,28.41,0,0,20,20,70228.86,11857374,338494.77
"2025-11-01",1,1,"Uber",26360,82,26278,241.3,566.8,2247,540,0.0855,0.0205,16.04,20.9,28.71,1433,863,21,21,147324.62,25375370,756742.16
"2025-11-01",1,2,"Lyft",9921,53,9868,231.6,529.2,747,257,0.0757,0.026,16.24,21.31,29.66,0,0,23,23,57222.4,9666505,294252.09
"2025-11-01",1,2,"Uber",23992,61,23931,231.8,571.2,2077,517,0.0868,0.0216,15.38,20.5,28.94,1174,653,21,21,126108.06,22145549,694307.63
"2025-11-01",1,3,"Lyft",10484,44,10440,212.7,382.1,207,52,0.0198,0.005,15.46,19.69,26.09,0,0,27,27,53177.18,9723057,273510.72
"2025-11-01",1,3,"Uber",26074,65,26009,217.9,515.2,1726,361,0.0664,0.0139,15.24,19.75,26.55,1193,681,14,14,130834.62,23844563,692179.44
"2025-11-01",1,4,"Lyft",14012,52,13960,219.1,410.3,411,98,0.0294,0.007,15.68,19.24,26.57,0,0,32,32,70443.65,13179504,372275.87
"2025-11-01",1,4,"Uber",33553,93,33459,220.2,516.3,2218,498,0.0663,0.0149,15.69,19.63,27.8,1642,1063,22,22,172325.64,31595757,932784.24
"2025-11-01",1,5,"Lyft",19244,41,19203,212.5,399.1,399,76,0.0208,0.004,16.33,18.48,26.72,0,0,27,27,96761.49,18852802,514248.62
"2025-11-01",1,5,"Uber",46673,103,46569,220.9,506.7,2953,677,0.0634,0.0145,16.39,18.58,27.51,2302,1607,42,42,236897.5,45893677,1283858.65
"2025-11-01",1,6,"Lyft",53701,100,53601,248.4,491.8,2796,539,0.0522,0.0101,17.74,15.82,32.82,0,0,72,72,251206.24,57146582,1762543.46
