"trip_date","hour_of_day","day_of_week","operator","trips","shared_requests","shared_requested_matches","shared_orphan_matches","actual_shared_trips","wav_requests","wav_requested_matches","wav_unrequested_matches","actual_wav_trips","access_a_ride_trips","access_a_ride_wav_requests","access_a_ride_wav_requested_matches","access_a_ride_wav_matches"
"2025-03-20",22,4,"Lyft",11569,0,0,3,3,13,13,1119,1132,7,1,1,1
"2025-03-20",22,4,"Uber",34007,1650,1113,0,1113,29,29,3244,3273,15,2,2,4
"2025-03-20",23,4,"Lyft",10832,0,0,7,7,16,16,1008,1024,3,0,0,0
"2025-03-20",23,4,"Uber",27038,1528,1087,0,1087,15,15,2578,2593,9,1,1,1
"2025-03-21",0,5,"Lyft",8193,0,0,0,0,11,11,658,669,1,0,0,0
"2025-03-21",0,5,"Uber",16721,882,549,0,549,16,16,1539,1555,5,2,2,2
"2025-03-21",1,5,"Lyft",4844,0,0,1,1,3,3,322,325,2,0,0,1
"2025-03-21",1,5,"Uber",10010,472,235,0,235,3,3,845,848,4,0,0,0
"2025-03-21",2,5,"Lyft",3346,0,0,0,0,3,3,189,192,1,1,1,1
"2025-03-21",2,5,"Uber",6744,312,140,0,140,3,3,510,513,4,1,1,1
"2025-03-21",3,5,"Lyft",2426,0,0,0,0,2,2,128,130,0,0,0,0
"2025-03-21",3,5,"Uber",5085,250,113,0,113,2,2,402,404,2,0,0,1
"2025-03-21",4,5,"Lyft",3099,0,0,0,0,1,1,276,277,0,0,0,0
"2025-03-21",4,5,"Uber",6153,320,155,0,155,11,11,457,468,3,0,0,0
"2025-03-21",5,5,"Lyft",3950,0,0,2,2,6,6,398,404,2,0,0,0
"2025-03-21",5,5,"Uber",8778,453,240,0,240,12,12,621,633,10,1,1,1
"2025-03-21",6,5,"Lyft",6451,0,0,3,3,8,8,576,584,9,1,1,2
"2025-03-21",6,5,"Uber",15204,796,504,0,504,7,7,1205,1212,11,0,0,1
"2025-03-21",7,5,"Lyft",9914,0,0,2,2,19,19,853,872,7,0,0,1
"2025-03-21",7,5,"Uber",24031,876,498,0,498,39,39,2001,2040,25,0,0,2
"2025-03-21",8,5,"Lyft",12115,0,0,0,0,18,18,948,966,13,0,0,0
"2025-03-21",8,5,"Uber",28804,963,485,0,485,78,78,2400,2478,21,2,2,3
"2025-03-21",9,5,"Lyft",10480,0,0,0,0,25,25,653,678,12,1,1,2
"2025-03-21",9,5,"Uber",23821,662,301,0,301,107,107,2016,2123,23,3,3,5
"2025-03-21",10,5,"Lyft",9237,0,0,0,0,41,41,494,535,12,0,0,1
"2025-03-21",10,5,"Uber",21036,462,172,0,172,128,128,1838,1966,24,3,3,5
"2025-03-21",11,5,"Lyft",8673,0,0,0,0,41,41,554,595,22,2,2,4
"2025-03-21",11,5,"Uber",21020,411,144,0,144,129,129,1908,2037,31,1,1,4
"2025-03-21",12,5,"Lyft",8748,0,0,0,0,50,50,637,687,24,1,1,5
"2025-03-21",12,5,"Uber",21694,455,150,0,150,141,141,2004,2145,24,3,3,5
"2025-03-21",13,5,"Lyft",8707,0,0,0,0,51,51,740,791,17,1,1,6
"2025-03-21",13,5,"Uber",22183,518,214,0,214,151,151,2076,2227,37,3,3,7
"2025-03-21",14,5,"Lyft",9809,0,0,0,0,50,50,814,864,17,4,4,8
"2025-03-21",14,5,"Uber",24463,633,272,0,272,141,141,2316,2457,53,8,8,11
"2025-03-21",15,5,"Lyft",9917,0,0,0,0,47,47,799,846,24,0,0,3
"2025-03-21",15,5,"Uber",24128,712,339,0,339,124,124,2325,2449,41,8,8,13
"2025-03-21",16,5,"Lyft",9983,0,0,0,0,32,32,764,796,15,1,1,3
"2025-03-21",16,5,"Uber",25305,802,388,0,388,93,93,2587,2680,43,5,5,8
"2025-03-21",17,5,"Lyft",11434,0,0,0,0,28,28,951,979,17,4,4,5
"2025-03-21",17,5,"Uber",28305,911,450,0,450,79,79,2923,3002,19,2,2,4
"2025-03-21",18,5,"Lyft",12074,0,0,3,3,31,31,1212,1243,12,2,2,2
"2025-03-21",18,5,"Uber",30389,946,482,0,482,78,78,3245,3323,36,3,3,5
"2025-03-21",19,5,"Lyft",12063,0,0,2,2,28,28,1278,1306,11,1,1,2
"2025-03-21",19,5,"Uber",30745,1065,629,0,629,49,49,3069,3118,27,5,5,6
"2025-03-21",20,5,"Lyft",11177,0,0,1,1,14,14,1100,1114,9,1,1,2
"2025-03-21",20,5,"Uber",29670,1142,712,0,712,39,39,2898,2937,20,3,3,4
"2025-03-21",21,5,"Lyft",8406,0,0,1,1,15,15,687,702,4,0,0,1
"2025-03-21",21,5,"Uber",28056,1100,698,0,698,30,30,2776,2806,19,2,2,6
"2025-03-21",22,5,"Lyft",8609,0,0,2,2,9,9,753,762,5,0,0,0
"2025-03-21",22,5,"Uber",29929,1452,1005,0,1005,36,36,2868,2904,12,2,2,2
"2025-03-21",23,5,"Lyft",7890,0,0,2,2,9,9,676,685,4,0,0,0
"2025-03-21",23,5,"Uber",28447,1665,1232,0,1232,29,29,2738,2767,11,2,2,2
"2025-03-22",0,6,"Lyft",11779,0,0,7,7,18,18,954,972,4,1,1,1
"2025-03-22",0,6,"Uber",24751,1589,1106,0,1106,22,22,2251,2273,8,0,0,1
"2025-03-22",1,6,"Lyft",9747,0,0,2,2,3,3,715,718,3,0,0,0
"2025-03-22",1,6,"Uber",18230,1259,916,0,916,9,9,1691,1700,3,1,1,1
"2025-03-22",2,6,"Lyft",7604,0,0,1,1,9,9,560,569,1,0,0,0
"2025-03-22",2,6,"Uber",14070,1012,707,0,707,8,8,1231,1239,3,0,0,0
"2025-03-22",3,6,"Lyft",5870,0,0,7,7,4,4,439,443,1,0,0,0
"2025-03-22",3,6,"Uber",10760,783,511,0,511,7,7,892,899,1,1,1,1
"2025-03-22",4,6,"Lyft",4548,0,0,7,7,5,5,402,407,2,0,0,0
"2025-03-22",4,6,"Uber",9226,706,447,0,447,4,4,718,722,3,0,0,0
"2025-03-22",5,6,"Lyft",4035,0,0,3,3,2,2,383,385,0,0,0,0
"2025-03-22",5,6,"Uber",8433,555,321,0,321,6,6,628,634,2,0,0,1
"2025-03-22",6,6,"Lyft",4743,0,0,0,0,8,8,332,340,3,0,0,0
"2025-03-22",6,6,"Uber",10017,705,426,0,426,4,4,796,800,6,1,1,3
"2025-03-22",7,6,"Lyft",5619,0,0,0,0,6,6,343,349,3,0,0,0
"2025-03-22",7,6,"Uber",12327,813,517,0,517,13,13,981,994,5,1,1,2
"2025-03-22",8,6,"Lyft",6895,0,0,0,0,13,13,389,402,4,0,0,0
"2025-03-22",8,6,"Uber",16016,831,468,0,468,24,24,1251,1275,10,1,1,1
"2025-03-22",9,6,"Lyft",8315,0,0,1,1,25,25,474,499,4,0,0,0
"2025-03-22",9,6,"Uber",19367,725,405,0,405,40,40,1570,1610,18,1,1,3
"2025-03-22",10,6,"Lyft",8910,0,0,0,0,22,22,497,519,8,1,1,1
"2025-03-22",10,6,"Uber",20471,533,233,0,233,65,65,1573,1638,22,2,2,2
"2025-03-22",11,6,"Lyft",9496,0,0,0,0,25,25,524,549,14,1,1,1
"2025-03-22",11,6,"Uber",21278,415,175,0,175,58,58,1745,1803,22,3,3,3
"2025-03-22",12,6,"Lyft",10261,0,0,0,0,31,31,625,656,19,4,4,6
"2025-03-22",12,6,"Uber",21869,379,145,0,145,76,76,1856,1932,21,3,3,6
"2025-03-22",13,6,"Lyft",10373,0,0,0,0,25,25,710,735,19,2,2,3
"2025-03-22",13,6,"Uber",22255,473,184,0,184,65,65,2085,2150,32,3,3,8
"2025-03-22",14,6,"Lyft",10891,0,0,0,0,21,21,801,822,18,1,1,3
"2025-03-22",14,6,"Uber",23910,651,306,0,306,72,72,2357,2429,27,4,4,7
"2025-03-22",15,6,"Lyft",11093,0,0,0,0,34,34,818,852,20,5,5,7
"2025-03-22",15,6,"Uber",24278,624,297,0,297,65,65,2382,2447,30,5,5,8
"2025-03-22",16,6,"Lyft",11106,0,0,1,1,34,34,821,855,15,5,5,5
"2025-03-22",16,6,"Uber",24546,688,319,0,319,55,55,2444,2499,42,7,7,10
"2025-03-22",17,6,"Lyft",11677,0,0,0,0,23,23,930,953,12,1,1,3
"2025-03-22",17,6,"Uber",26550,730,327,0,327,58,58,2728,2786,29,1,1,5
"2025-03-22",18,6,"Lyft",12319,0,0,0,0,28,28,1132,1160,21,2,2,4
"2025-03-22",18,6,"Uber",28138,926,499,0,499,57,57,2923,2980,28,3,3,5
"2025-03-22",19,6,"Lyft",11013,0,0,4,4,24,24,1153,1177,10,2,2,2
"2025-03-22",19,6,"Uber",31091,1054,631,0,631,51,51,3104,3155,28,4,4,6
"2025-03-22",20,6,"Lyft",10807,0,0,3,3,23,23,1063,1086,12,1,1,1
"2025-03-22",20,6,"Uber",34190,1390,888,0,888,48,48,3475,3523,21,1,1,2
"2025-03-22",21,6,"Lyft",8479,0,0,0,0,17,17,816,833,6,2,2,3
"2025-03-22",21,6,"Uber",31526,1331,873,0,873,44,44,3158,3202,30,2,2,5
"2025-03-22",22,6,"Lyft",8167,0,0,0,0,9,9,707,716,8,0,0,0
"2025-03-22",22,6,"Uber",33334,1736,1280,0,1280,31,31,3296,3327,11,1,1,2
"2025-03-22",23,6,"Lyft",7364,0,0,4,4,7,7,700,707,8,1,1,2
"2025-03-22",23,6,"Uber",34070,2000,1501,0,1501,33,33,3274,3307,15,4,4,7
"2025-03-23",0,7,"Lyft",11973,0,0,4,4,18,18,1045,1063,8,2,2,2
"2025-03-23",0,7,"Uber",28993,1913,1470,0,1470,26,26,2741,2767,10,0,0,1
"2025-03-23",1,7,"Lyft",10625,0,0,5,5,12,12,866,878,2,0,0,0
"2025-03-23",1,7,"Uber",21905,1531,1156,0,1156,16,16,2040,2056,10,1,1,2
"2025-03-23",2,7,"Lyft",8295,0,0,5,5,5,5,668,673,2,0,0,0
"2025-03-23",2,7,"Uber",16545,1229,906,0,906,9,9,1490,1499,5,1,1,1
"2025-03-23",3,7,"Lyft",6714,0,0,5,5,9,9,530,539,4,0,0,0
"2025-03-23",3,7,"Uber",11936,983,678,0,678,7,7,1046,1053,6,2,2,2
"2025-03-23",4,7,"Lyft",5188,0,0,4,4,10,10,476,486,1,0,0,1
"2025-03-23",4,7,"Uber",9140,811,552,0,552,5,5,718,723,2,0,0,0
"2025-03-23",5,7,"Lyft",4131,0,0,1,1,3,3,388,391,0,0,0,0
"2025-03-23",5,7,"Uber",7796,640,410,0,410,3,3,608,611,1,0,0,0
"2025-03-23",6,7,"Lyft",4734,0,0,0,0,8,8,407,415,0,0,0,0
"2025-03-23",6,7,"Uber",9441,848,577,0,577,2,2,697,699,2,0,0,0
"2025-03-23",7,7,"Lyft",5425,0,0,0,0,6,6,348,354,1,0,0,0
"2025-03-23",7,7,"Uber",11281,821,518,0,518,8,8,858,866,5,0,0,1
"2025-03-23",8,7,"Lyft",6008,0,0,0,0,11,11,363,374,5,0,0,1
"2025-03-23",8,7,"Uber",13635,753,428,0,428,18,18,974,992,10,1,1,3
"2025-03-23",9,7,"Lyft",7594,0,0,0,0,19,19,481,500,8,2,2,2
"2025-03-23",9,7,"Uber",17378,676,355,0,355,36,36,1250,1286,15,1,1,2
"2025-03-23",10,7,"Lyft",8957,0,0,0,0,15,15,645,660,14,1,1,3
"2025-03-23",10,7,"Uber",20801,545,260,0,260,40,40,1610,1650,19,0,0,2
"2025-03-23",11,7,"Lyft",9664,0,0,0,0,31,31,693,724,22,5,5,7
"2025-03-23",11,7,"Uber",22072,548,259,0,259,52,52,1762,1814,23,3,3,6
"2025-03-23",12,7,"Lyft",9752,0,0,0,0,21,21,681,702,13,1,1,1
"2025-03-23",12,7,"Uber",22217,521,224,0,224,51,51,1986,2037,26,4,4,4
"2025-03-23",13,7,"Lyft",9416,0,0,0,0,28,28,705,733,19,3,3,4
"2025-03-23",13,7,"Uber",22348,567,244,0,244,55,55,2056,2111,28,4,4,4
"2025-03-23",14,7,"Lyft",9479,0,0,0,0,30,30,720,750,13,2,2,4
"2025-03-23",14,7,"Uber",23149,733,339,0,339,52,52,2204,2256,28,3,3,4
"2025-03-23",15,7,"Lyft",9315,0,0,0,0,27,27,712,739,8,1,1,3
"2025-03-23",15,7,"Uber",22950,692,359,0,359,55,55,2210,2265,29,2,2,3
"2025-03-23",16,7,"Lyft",8858,0,0,0,0,26,26,709,735,12,1,1,2
"2025-03-23",16,7,"Uber",22622,681,316,0,316,43,43,2288,2331,23,3,3,6
"2025-03-23",17,7,"Lyft",9067,0,0,0,0,25,25,712,737,18,2,2,4
"2025-03-23",17,7,"Uber",22535,677,377,0,377,52,52,2339,2391,29,2,2,2
"2025-03-23",18,7,"Lyft",9283,0,0,2,2,29,29,873,902,11,1,1,3
"2025-03-23",18,7,"Uber",21863,738,391,0,391,38,38,2325,2363,20,4,4,5
"2025-03-23",19,7,"Lyft",8739,0,0,4,4,28,28,896,924,8,1,1,1
"2025-03-23",19,7,"Uber",21084,918,549,0,549,43,43,2079,2122,18,6,6,8
"2025-03-23",20,7,"Lyft",9414,0,0,4,4,13,13,914,927,12,0,0,1
"2025-03-23",20,7,"Uber",22104,1040,688,0,688,38,38,2183,2221,15,1,1,1
"2025-03-23",21,7,"Lyft",9184,0,0,0,0,19,19,845,864,6,0,0,1
"2025-03-23",21,7,"Uber",20379,1223,790,0,790,33,33,1868,1901,17,2,2,2
"2025-03-23",22,7,"Lyft",9164,0,0,0,0,14,14,747,761,7,0,0,0
"2025-03-23",22,7,"Uber",19036,1365,952,0,952,17,17,1771,1788,9,2,2,3
"2025-03-23",23,7,"Lyft",7968,0,0,0,0,15,15,594,609,2,1,1,1
"2025-03-23",23,7,"Uber",15620,1247,885,0,885,18,18,1349,1367,5,2,2,2
"2025-03-24",0,1,"Lyft",5264,0,0,0,0,14,14,301,315,4,1,1,1
"2025-03-24",0,1,"Uber",10055,828,498,0,498,3,3,846,849,2,0,0,0
"2025-03-24",1,1,"Lyft",3149,0,0,0,0,7,7,164,171,0,0,0,0
"2025-03-24",1,1,"Uber",6002,387,173,0,173,3,3,427,430,2,0,0,0
"2025-03-24",2,1,"Lyft",2042,0,0,0,0,1,1,110,111,1,0,0,0
"2025-03-24",2,1,"Uber",3669,285,122,0,122,7,7,279,286,2,2,2,2
"2025-03-24",3,1,"Lyft",1914,0,0,1,1,2,2,107,109,0,0,0,0
"2025-03-24",3,1,"Uber",3420,223,74,0,74,2,2,284,286,0,0,0,0
"2025-03-24",4,1,"Lyft",2859,0,0,1,1,2,2,232,234,1,0,0,1
"2025-03-24",4,1,"Uber",5031,298,131,0,131,4,4,412,416,1,0,0,0
"2025-03-24",5,1,"Lyft",4194,0,0,0,0,4,4,381,385,1,0,0,0
"2025-03-24",5,1,"Uber",8077,507,276,0,276,5,5,630,635,5,0,0,1
"2025-03-24",6,1,"Lyft",7306,0,0,0,0,6,6,657,663,4,0,0,1
"2025-03-24",6,1,"Uber",15459,916,581,0,581,11,11,1280,1291,14,1,1,2
"2025-03-24",7,1,"Lyft",10200,0,0,3,3,18,18,923,941,12,1,1,3
"2025-03-24",7,1,"Uber",24506,1141,725,0,725,35,35,2036,2071,25,3,3,6
"2025-03-24",8,1,"Lyft",12744,0,0,8,8,23,23,1084,1107,14,1,1,2
"2025-03-24",8,1,"Uber",31243,1229,717,0,717,55,55,2626,2681,23,1,1,5
"2025-03-24",9,1,"Lyft",11373,0,0,0,0,31,31,825,856,12,1,1,2
"2025-03-24",9,1,"Uber",26430,814,382,0,382,121,121,2247,2368,30,2,2,3
"2025-03-24",10,1,"Lyft",10280,0,0,0,0,43,43,663,706,10,1,1,1
"2025-03-24",10,1,"Uber",22233,585,221,0,221,103,103,1956,2059,23,1,1,4
"2025-03-24",11,1,"Lyft",9222,0,0,0,0,48,48,545,593,10,1,1,3
"2025-03-24",11,1,"Uber",19758,479,182,0,182,115,115,1826,1941,28,0,0,4
"2025-03-24",12,1,"Lyft",8435,0,0,0,0,52,52,519,571,14,0,0,3
"2025-03-24",12,1,"Uber",18926,423,128,0,128,122,122,1676,1798,36,3,3,9
"2025-03-24",13,1,"Lyft",9240,0,0,0,0,56,56,666,722,24,3,3,6
"2025-03-24",13,1,"Uber",20807,535,194,0,194,161,161,1975,2136,38,6,6,10
"2025-03-24",14,1,"Lyft",10816,0,0,1,1,50,50,854,904,16,2,2,5
"2025-03-24",14,1,"Uber",24478,719,311,0,311,148,148,2378,2526,37,6,6,11
"2025-03-24",15,1,"Lyft",10631,0,0,0,0,40,40,900,940,19,3,3,4
"2025-03-24",15,1,"Uber",24403,743,281,0,281,96,96,2386,2482,25,6,6,8
"2025-03-24",16,1,"Lyft",10379,0,0,0,0,36,36,908,944,15,0,0,2
"2025-03-24",16,1,"Uber",25598,899,412,0,412,90,90,2555,2645,33,3,3,5
"2025-03-24",17,1,"Lyft",9496,0,0,0,0,28,28,834,862,21,2,2,4
"2025-03-24",17,1,"Uber",24344,786,350,0,350,79,79,2418,2497,36,4,4,7
"2025-03-24",18,1,"Lyft",8567,0,0,0,0,26,26,687,713,4,1,1,1
"2025-03-24",18,1,"Uber",21718,652,281,0,281,45,45,2093,2138,22,3,3,4
"2025-03-24",19,1,"Lyft",8284,0,0,0,0,16,16,771,787,7,1,1,1
"2025-03-24",19,1,"Uber",19792,631,276,0,276,19,19,1878,1897,19,2,2,4
"2025-03-24",20,1,"Lyft",8057,0,0,0,0,14,14,640,654,8,1,1,2
"2025-03-24",20,1,"Uber",19188,688,311,0,311,36,36,1704,1740,21,3,3,4
"2025-03-24",21,1,"Lyft",7981,0,0,0,0,12,12,605,617,6,0,0,0
"2025-03-24",21,1,"Uber",17882,667,337,0,337,23,23,1487,1510,11,1,1,2
"2025-03-24",22,1,"Lyft",7878,0,0,0,0,10,10,578,588,6,0,0,1
"2025-03-24",22,1,"Uber",16058,861,501,0,501,20,20,1383,1403,7,1,1,1
"2025-03-24",23,1,"Lyft",6495,0,0,0,0,10,10,362,372,2,1,1,1
"2025-03-24",23,1,"Uber",13093,835,508,0,508,18,18,1088,1106,3,1,1,1
"2025-03-25",0,2,"Lyft",4556,0,0,0,0,3,3,233,236,2,0,0,0
"2025-03-25",0,2,"Uber",8390,552,275,0,275,11,11,641,652,2,1,1,2
"2025-03-25",1,2,"Lyft",2644,0,0,0,0,5,5,141,146,2,1,1,1
"2025-03-25",1,2,"Uber",4795,276,102,0,102,3,3,330,333,2,0,0,1
"2025-03-25",2,2,"Lyft",1658,0,0,0,0,2,2,64,66,1,0,0,0
"2025-03-25",2,2,"Uber",3111,198,61,0,61,5,5,203,208,1,1,1,1
"2025-03-25",3,2,"Lyft",1523,0,0,0,0,2,2,74,76,0,0,0,0
"2025-03-25",3,2,"Uber",2711,159,53,0,53,5,5,191,196,1,1,1,1
"2025-03-25",4,2,"Lyft",2569,0,0,0,0,5,5,183,188,3,0,0,0
"2025-03-25",4,2,"Uber",4203,256,91,0,91,6,6,337,343,2,1,1,1
"2025-03-25",5,2,"Lyft",3637,0,0,0,0,4,4,273,277,2,0,0,1
"2025-03-25",5,2,"Uber",7072,405,214,0,214,7,7,544,551,5,0,0,0
"2025-03-25",6,2,"Lyft",6363,0,0,0,0,6,6,452,458,6,1,1,1
"2025-03-25",6,2,"Uber",13650,701,417,0,417,16,16,1109,1125,16,1,1,2
"2025-03-25",7,2,"Lyft",9782,0,0,2,2,18,18,813,831,6,1,1,1
"2025-03-25",7,2,"Uber",22924,966,522,0,522,37,37,1929,1966,22,2,2,4
"2025-03-25",8,2,"Lyft",12099,0,0,2,2,29,29,902,931,9,1,1,4
"2025-03-25",8,2,"Uber",27168,905,458,0,458,72,72,2238,2310,30,0,0,3
"2025-03-25",9,2,"Lyft",10233,0,0,1,1,31,31,610,641,11,2,2,3
"2025-03-25",9,2,"Uber",23299,677,303,0,303,131,131,1886,2017,29,5,5,7
"2025-03-25",10,2,"Lyft",8464,0,0,0,0,48,48,443,491,14,3,3,4
"2025-03-25",10,2,"Uber",18498,436,144,0,144,116,116,1563,1679,28,4,4,7
"2025-03-25",11,2,"Lyft",7724,0,0,0,0,46,46,405,451,11,1,1,1
"2025-03-25",11,2,"Uber",16909,303,80,0,80,143,143,1458,1601,29,2,2,4
"2025-03-25",12,2,"Lyft",7673,0,0,0,0,55,55,390,445,24,4,4,4
"2025-03-25",12,2,"Uber",16663,318,95,0,95,169,169,1419,1588,37,4,4,8
"2025-03-25",13,2,"Lyft",7813,0,0,0,0,55,55,452,507,15,1,1,5
"2025-03-25",13,2,"Uber",17830,397,130,0,130,152,152,1553,1705,37,6,6,8
"2025-03-25",14,2,"Lyft",8646,0,0,0,0,58,58,573,631,21,0,0,2
"2025-03-25",14,2,"Uber",19788,476,147,0,147,163,163,1773,1936,37,5,5,7
"2025-03-25",15,2,"Lyft",8788,0,0,0,0,50,50,574,624,15,0,0,1
"2025-03-25",15,2,"Uber",20099,565,193,0,193,124,124,1894,2018,35,5,5,7
"2025-03-25",16,2,"Lyft",8380,0,0,0,0,44,44,599,643,13,3,3,3
"2025-03-25",16,2,"Uber",21356,611,243,0,243,92,92,2006,2098,31,7,7,9
"2025-03-25",17,2,"Lyft",9281,0,0,0,0,33,33,710,743,18,5,5,5
"2025-03-25",17,2,"Uber",23343,704,297,0,297,70,70,2269,2339,35,4,4,4
"2025-03-25",18,2,"Lyft",9203,0,0,0,0,27,27,741,768,13,3,3,3
"2025-03-25",18,2,"Uber",23215,702,297,0,297,50,50,2266,2316,35,4,4,9
"2025-03-25",19,2,"Lyft",9737,0,0,1,1,24,24,880,904,9,0,0,0
"2025-03-25",19,2,"Uber",21393,680,280,0,280,54,54,2022,2076,23,6,6,10
"2025-03-25",20,2,"Lyft",10224,0,0,0,0,18,18,934,952,9,1,1,3
"2025-03-25",20,2,"Uber",20830,768,411,0,411,40,40,1905,1945,20,3,3,6
"2025-03-25",21,2,"Lyft",10160,0,0,6,6,11,11,875,886,6,0,0,1
"2025-03-25",21,2,"Uber",19226,704,359,0,359,29,29,1658,1687,9,1,1,1
"2025-03-25",22,2,"Lyft",10455,0,0,2,2,21,21,859,880,5,1,1,2
"2025-03-25",22,2,"Uber",18176,911,547,0,547,24,24,1616,1640,8,1,1,2
"2025-03-25",23,2,"Lyft",8342,0,0,0,0,12,12,549,561,3,0,0,0
"2025-03-25",23,2,"Uber",13933,921,565,0,565,12,12,1181,1193,2,0,0,0
"2025-03-26",0,3,"Lyft",5733,0,0,0,0,14,14,301,315,1,0,0,0
"2025-03-26",0,3,"Uber",9039,627,319,0,319,6,6,750,756,5,0,0,0
"2025-03-26",1,3,"Lyft",3370,0,0,0,0,5,5,133,138,0,0,0,0
"2025-03-26",1,3,"Uber",5404,294,108,0,108,8,8,366,374,0,0,0,0
"2025-03-26",2,3,"Lyft",2213,0,0,0,0,3,3,83,86,0,0,0,0
"2025-03-26",2,3,"Uber",3465,230,81,0,81,3,3,225,228,0,0,0,0
"2025-03-26",3,3,"Lyft",1924,0,0,0,0,4,4,82,86,0,0,0,0
"2025-03-26",3,3,"Uber",3108,173,61,0,61,1,1,232,233,0,0,0,0
"2025-03-26",4,3,"Lyft",2925,0,0,0,0,2,2,198,200,2,0,0,0
"2025-03-26",4,3,"Uber",4483,275,125,0,125,3,3,340,343,1,0,0,0
"2025-03-26",5,3,"Lyft",4050,0,0,0,0,6,6,334,340,2,0,0,1
"2025-03-26",5,3,"Uber",7403,418,208,0,208,4,4,574,578,6,0,0,0
"2025-03-26",6,3,"Lyft",7370,0,0,0,0,10,10,558,568,7,1,1,3
"2025-03-26",6,3,"Uber",13310,709,394,0,394,11,11,1093,1104,15,2,2,5
"2025-03-26",7,3,"Lyft",11447,0,0,1,1,21,21,907,928,11,3,3,5
"2025-03-26",7,3,"Uber",22028,891,489,0,489,46,46,1798,1844,24,2,2,2
"2025-03-26",8,3,"Lyft",14183,0,0,1,1,35,35,1105,1140,20,1,1,3
"2025-03-26",8,3,"Uber",26471,845,408,0,408,52,52,2188,2240,18,2,2,2
"2025-03-26",9,3,"Lyft",11550,0,0,0,0,38,38,737,775,20,1,1,3
"2025-03-26",9,3,"Uber",22807,667,289,0,289,101,101,1874,1975,30,2,2,7
"2025-03-26",10,3,"Lyft",9468,0,0,0,0,54,54,518,572,19,1,1,4
"2025-03-26",10,3,"Uber",18191,356,87,0,87,135,135,1559,1694,33,6,6,10
"2025-03-26",11,3,"Lyft",8651,0,0,0,0,58,58,470,528,14,4,4,6
"2025-03-26",11,3,"Uber",16483,269,72,0,72,133,133,1459,1592,25,3,3,5
"2025-03-26",12,3,"Lyft",8620,0,0,0,0,58,58,523,581,11,2,2,3
"2025-03-26",12,3,"Uber",16540,287,43,0,43,167,167,1440,1607,41,5,5,11
"2025-03-26",13,3,"Lyft",9380,0,0,0,0,61,61,610,671,16,2,2,3
"2025-03-26",13,3,"Uber",18505,379,123,0,123,186,186,1744,1930,38,8,8,10
"2025-03-26",14,3,"Lyft",11120,0,0,0,0,64,64,831,895,15,2,2,3
"2025-03-26",14,3,"Uber",21309,503,187,0,187,167,167,2077,2244,33,3,3,4
"2025-03-26",15,3,"Lyft",10321,0,0,0,0,62,62,724,786,18,2,2,4
"2025-03-26",15,3,"Uber",20850,635,273,0,273,123,123,1972,2095,34,6,6,10
"2025-03-26",16,3,"Lyft",10619,0,0,0,0,48,48,777,825,19,2,2,3
"2025-03-26",16,3,"Uber",21430,621,236,0,236,84,84,2058,2142,38,7,7,7
"2025-03-26",17,3,"Lyft",11574,0,0,0,0,40,40,909,949,15,1,1,3
"2025-03-26",17,3,"Uber",23804,743,313,0,313,94,94,2317,2411,34,5,5,8
"2025-03-26",18,3,"Lyft",11649,0,0,3,3,31,31,1054,1085,12,1,1,3
"2025-03-26",18,3,"Uber",24313,701,288,0,288,76,76,2465,2541,28,1,1,5
"2025-03-26",19,3,"Lyft",11515,0,0,1,1,28,28,1114,1142,19,4,4,5
"2025-03-26",19,3,"Uber",22962,720,293,0,293,35,35,2257,2292,22,1,1,4
"2025-03-26",20,3,"Lyft",9990,0,0,0,0,21,21,896,917,11,3,3,4
"2025-03-26",20,3,"Uber",22487,814,418,0,418,34,34,2187,2221,17,0,0,2
"2025-03-26",21,3,"Lyft",6373,0,0,1,1,10,10,575,585,9,0,0,0
"2025-03-26",21,3,"Uber",20957,871,479,0,479,28,28,1886,1914,13,0,0,2
"2025-03-26",22,3,"Lyft",6192,0,0,1,1,12,12,638,650,5,0,0,1
"2025-03-26",22,3,"Uber",19826,869,505,0,505,23,23,1709,1732,13,3,3,4
"2025-03-26",23,3,"Lyft",5174,0,0,0,0,9,9,452,461,1,0,0,1
"2025-03-26",23,3,"Uber",15727,1016,634,0,634,21,21,1358,1379,6,2,2,2
"2025-03-27",0,4,"Lyft",6482,0,0,0,0,14,14,395,409,2,0,0,0
"2025-03-27",0,4,"Uber",10354,672,365,0,365,4,4,835,839,7,0,0,2
"2025-03-27",1,4,"Lyft",3886,0,0,0,0,7,7,169,176,0,0,0,0
"2025-03-27",1,4,"Uber",5788,376,196,0,196,10,10,417,427,3,0,0,0
"2025-03-27",2,4,"Lyft",2576,0,0,0,0,5,5,110,115,1,1,1,1
"2025-03-27",2,4,"Uber",3764,190,71,0,71,2,2,281,283,1,0,0,0
"2025-03-27",3,4,"Lyft",2232,0,0,0,0,5,5,93,98,0,0,0,0
"2025-03-27",3,4,"Uber",3459,213,63,0,63,1,1,272,273,1,0,0,0
"2025-03-27",4,4,"Lyft",3135,0,0,1,1,3,3,244,247,1,0,0,0
"2025-03-27",4,4,"Uber",4974,295,140,0,140,6,6,359,365,0,0,0,0
"2025-03-27",5,4,"Lyft",4467,0,0,0,0,6,6,395,401,2,0,0,0
"2025-03-27",5,4,"Uber",7743,464,237,0,237,7,7,635,642,7,2,2,2
