"month","operator","distance_bin_miles","trips","avg_distance_miles","avg_base_fare","avg_total_fare","fare_p50","fare_p90","avg_duration_min","sum_base_fare","sum_miles"
"2026-02-01","Lyft",27,5164,27.501,100.04,119.24,94.68,133.91,53.67,516606.8,142016.02
"2026-02-01","Lyft",28,4828,28.481,103.11,122.67,97.78,135.86,54.8,497832.31,137505.81
"2026-02-01","Lyft",29,3755,29.481,107.16,127.39,101.03,139.36,56.81,402399.1,110702.54
"2026-02-01","Lyft",30,3095,30.487,111.38,132.06,105.86,145.62,57.8,344715.79,94357.86
"2026-02-01","Lyft",31,2661,31.487,113.81,134.11,107.1,148.08,58.38,302845.97,83786.82
"2026-02-01","Lyft",32,2610,32.479,115.61,135.66,108.7,148.12,58.73,301730.12,84769.2
"2026-02-01","Lyft",33,2111,33.478,118.89,138.93,112.87,151.04,59.53,250982.55,70671.83
"2026-02-01","Lyft",34,1870,34.506,123.05,143.58,116.3,158.36,61.37,230096.21,64525.47
"2026-02-01","Lyft",35,1769,35.485,125.15,145.53,117.13,162.38,62.18,221391.06,62772.51
"2026-02-01","Lyft",36,1545,36.482,127.41,147.96,121.38,162.6,63.5,196853.63,56364.16
"2026-02-01","Lyft",37,1403,37.507,131.24,152.25,123.65,166.32,64.44,184130.29,52622.77
"2026-02-01","Lyft",38,1353,38.494,132.73,152.88,126.02,167.34,65.32,179578.93,52082.4
"2026-02-01","Lyft",39,1264,39.499,134.5,154.34,127.61,171.56,66.35,170011.83,49927.26
"2026-02-01","Lyft",40,1050,40.496,138.91,159.21,132.36,175.48,67.06,145858.48,42520.9
"2026-02-01","Lyft",41,870,41.479,141.09,161.88,134.17,177.08,67.84,122748.45,36086.7
"2026-02-01","Lyft",42,846,42.512,145.69,166.59,138.48,186.99,69.57,123254.49,35964.84
"2026-02-01","Lyft",43,827,43.467,146.84,167.1,138.89,190.99,70.21,121435.77,35947.31
"2026-02-01","Lyft",44,802,44.494,149.22,169.97,140.83,192.41,70.51,119676.25,35684.57
"2026-02-01","Lyft",45,753,45.463,150.1,171.17,143.77,186.07,72.03,113026.29,34233.4
"2026-02-01","Lyft",46,601,46.511,157.15,178.17,148.71,196.47,73.97,94444.58,27953
"2026-02-01","Lyft",47,552,47.475,158.04,180.81,150.29,197.44,75.68,87235.94,26205.95
"2026-02-01","Lyft",48,510,48.479,160.81,182.81,152.06,207.2,76.52,82012.13,24724.31
"2026-02-01","Lyft",49,561,49.493,166.03,187.73,154.73,219.06,76.35,93145.14,27765.82
"2026-02-01","Lyft",50,426,50.498,167.89,190.56,160.09,213.77,76.96,71522.7,21512.29
"2026-02-01","Lyft",51,397,51.481,173.27,196.45,166.01,222.65,77.93,68788.1,20437.77
"2026-02-01","Lyft",52,305,52.511,188.35,211.49,178.59,243.74,81.17,57445.77,16015.73
"2026-02-01","Lyft",53,290,53.48,186.28,209.3,176.5,231.08,81.33,54021,15509.34
"2026-02-01","Lyft",54,240,54.48,185.57,208.21,177.19,232.35,83.33,44536.62,13075.3
"2026-02-01","Lyft",55,221,55.519,190.71,214.71,181.99,251.05,82.05,42146.22,12269.67
"2026-02-01","Lyft",56,212,56.494,196.83,221.47,186.56,241.13,86.31,41728.22,11976.65
"2026-02-01","Lyft",57,201,57.454,194.7,219.26,186.45,240.81,84.69,39133.97,11548.31
"2026-02-01","Lyft",58,176,58.497,202.97,227.58,194.67,260.8,88.71,35722.13,10295.46
"2026-02-01","Lyft",59,140,59.493,205.24,228.87,194.78,253.94,87.74,28733.66,8328.96
"2026-02-01","Lyft",60,2163,82.619,272.39,303.56,241.64,378.15,112.52,589179.6,178705.96
"2026-02-01","Uber",0,1735767,0.736,10.75,13.08,8.94,17.11,6.36,18653297.32,1276919.67
"2026-02-01","Uber",1,3582600,1.457,14.67,17.6,12.56,23.68,10.88,52564286.04,5218977.58
"2026-02-01","Uber",2,2101574,2.454,19.9,23.52,17.46,31.28,15.96,41825153.92,5156218.62
"2026-02-01","Uber",3,1389293,3.466,23.93,28.36,21.41,36.67,19.66,33250108.92,4815089.86
"2026-02-01","Uber",4,1003701,4.47,27.2,32.55,24.48,41.41,22.48,27299220.11,4486490.5
"2026-02-01","Uber",5,745795,5.471,30.23,36.18,27.13,46.55,24.68,22543049.71,4080140.08
"2026-02-01","Uber",6,578360,6.477,32.82,39.43,29.56,50.19,26.3,18984181.63,3745916.48
"2026-02-01","Uber",7,472861,7.479,36.11,43.79,32.51,55,27.99,17075386.05,3536616.21
"2026-02-01","Uber",8,406821,8.484,39.61,49.06,35.88,59.86,29.62,16114741.19,3451471.96
"2026-02-01","Uber",9,368466,9.487,44.51,55.86,40.47,67.86,31.53,16401704.43,3495510.74
"2026-02-01","Uber",10,307820,10.472,48.1,59.68,43.91,72.97,33.39,14805931.39,3223391.32
"2026-02-01","Uber",11,222198,11.472,49.68,60.73,45.65,74.08,35.46,11039611.94,2549040.3
"2026-02-01","Uber",12,173172,12.471,52.25,63.89,48.21,77.36,37.09,9048591.81,2159673.61
"2026-02-01","Uber",13,143459,13.485,56.52,69.6,52.04,84.54,38.35,8108305.41,1934554.98
"2026-02-01","Uber",14,127183,14.484,60.68,74.47,56.27,90.21,39.97,7717710.6,1842138.24
"2026-02-01","Uber",15,106652,15.476,64.02,78.03,59.35,94.56,41.82,6828281.04,1650558.12
"2026-02-01","Uber",16,108132,16.517,72.67,90.17,67.27,109.33,43.73,7858027.37,1786031.07
"2026-02-01","Uber",17,127436,17.493,81.99,102.15,76.48,122.02,47.7,10448762.42,2229175.76
"2026-02-01","Uber",18,94849,18.454,82.79,101.95,77.14,122.86,49.07,7852232.43,1750386.35
"2026-02-01","Uber",19,63715,19.466,82.88,101.41,77.19,122.29,48.89,5280530.08,1240283.21
"2026-02-01","Uber",20,47411,20.472,85.76,104.75,80.19,126.18,49.9,4066041.56,970599.48
"2026-02-01","Uber",21,34851,21.469,89.53,108.98,84.54,130.73,51.39,3120154.44,748229.08
"2026-02-01","Uber",22,26636,22.473,93.15,113.11,87.85,135.72,51.73,2481147.92,598595.45
"2026-02-01","Uber",23,21068,23.475,96.14,116.41,90.6,140.73,51.91,2025507.35,494567.57
"2026-02-01","Uber",24,18069,24.483,100.07,120.75,94.55,144.42,52.05,1808086.25,442388.09
"2026-02-01","Uber",25,16993,25.485,105.01,126.27,99.47,150.68,52.81,1784518.06,433072.16
"2026-02-01","Uber",26,15438,26.48,110.23,132.12,104.39,158.04,53.49,1701661.32,408796.53
"2026-02-01","Uber",27,13571,27.497,115.78,138.95,109.55,165.39,54.53,1571249.47,373158.43
"2026-02-01","Uber",28,12479,28.475,119.77,144.12,113.33,168.18,55.61,1494651.03,355335.44
"2026-02-01","Uber",29,9583,29.475,125.33,149.38,118.96,176.69,57.12,1201013.68,282458.68
"2026-02-01","Uber",30,8042,30.482,131.21,155.18,124.52,184.32,57.31,1055159.1,245133.05
"2026-02-01","Uber",31,6987,31.483,133.59,157.05,126.6,187.25,58.05,933381.13,219973.87
"2026-02-01","Uber",32,6485,32.49,136.99,160.19,130.26,189.31,58.16,888370.74,210698.01
"2026-02-01","Uber",33,5324,33.479,142.73,166.44,134.75,200.2,60.59,759876.19,178243.02
"2026-02-01","Uber",34,4635,34.485,146.66,169.87,138.56,204.69,61.17,679765.02,159838.21
"2026-02-01","Uber",35,4460,35.495,151.69,175.1,142.54,211.02,61.55,676543.01,158308.2
"2026-02-01","Uber",36,3943,36.489,154.76,179.46,145.05,215.58,63.57,610230.34,143876.04
"2026-02-01","Uber",37,3447,37.487,158.7,182.89,149.31,219.51,63.86,547027.31,129216.74
"2026-02-01","Uber",38,3340,38.484,162.41,185.82,152.56,224.67,64.37,542439.28,128535.95
"2026-02-01","Uber",39,3048,39.488,166.91,189.77,157.98,228.38,65.75,508736.65,120360.34
"2026-02-01","Uber",40,2511,40.488,169.79,193.53,159.51,234.33,67.31,426333.8,101664.61
"2026-02-01","Uber",41,2321,41.494,172.5,197.18,163,237.68,68.1,400365.07,96306.78
"2026-02-01","Uber",42,2074,42.499,177.02,201.96,166.79,243.6,69.02,367145.73,88142.19
"2026-02-01","Uber",43,1823,43.487,183.57,208.78,171.22,254.5,70.52,334647.53,79276.62
"2026-02-01","Uber",44,1805,44.507,183.39,208,174.39,253.27,70.86,331024.65,80335.76
"2026-02-01","Uber",45,1795,45.48,190.69,215.31,178.62,265.32,70.73,342287.32,81636.38
"2026-02-01","Uber",46,1586,46.498,191.6,217.27,181.78,265.24,72.68,303879.21,73745.46
"2026-02-01","Uber",47,1486,47.476,193.32,219.32,184.36,261.18,73.28,287272.83,70548.69
"2026-02-01","Uber",48,1354,48.478,199.45,225.44,189.18,274.71,75.09,270049.93,65639.25
"2026-02-01","Uber",49,1275,49.491,202.43,228.77,190.06,279.75,75.46,258100.29,63100.69
"2026-02-01","Uber",50,1331,50.48,206.87,234.25,195.76,281.72,77.63,275345.04,67189.31
"2026-02-01","Uber",51,1250,51.479,211.8,239.4,200.71,291.3,78.84,264753.49,64349.19
"2026-02-01","Uber",52,1163,52.496,213.77,241.33,201.68,295.47,80.4,248617.12,61052.43
"2026-02-01","Uber",53,1005,53.494,215.66,242.5,202.9,293.29,81.18,216738.46,53761
"2026-02-01","Uber",54,921,54.463,219.17,246.74,205.83,301.44,82.45,201855.78,50160.41
"2026-02-01","Uber",55,706,55.493,220.25,247.64,211.08,293.03,83.98,155494.24,39178.16
"2026-02-01","Uber",56,746,56.504,222.55,248.39,210.85,302.9,84.24,166020.72,42151.67
"2026-02-01","Uber",57,669,57.499,224.08,251.3,212.51,308.82,85.8,149907.88,38466.88
"2026-02-01","Uber",58,602,58.481,226.64,254.1,217.43,301.88,85.83,136438.87,35205.7
"2026-02-01","Uber",59,580,59.492,227.32,255.09,215.42,300.25,86.52,131844.61,34505.28
"2026-02-01","Uber",60,7713,81.65,291.96,325.79,257.42,421.25,111.54,2251880.92,629763.04
"2026-03-01","Lyft",0,828643,0.721,8.84,10.61,8.04,12.59,6.11,7328080.13,597412.05
"2026-03-01","Lyft",1,1522031,1.473,13.8,16.39,12.72,19.62,10.67,21004899.44,2242461.46
"2026-03-01","Lyft",2,961623,2.462,19.13,22.46,17.96,26.45,15.45,18393815.43,2367712.71
"2026-03-01","Lyft",3,639687,3.468,23.98,28.36,22.76,32.6,19.12,15342484.01,2218406.09
"2026-03-01","Lyft",4,463965,4.476,27.91,33.37,26.66,37.5,22.07,12951122.06,2076720.95
"2026-03-01","Lyft",5,336336,5.47,31.52,37.65,29.99,42.64,24.46,10600163.79,1839881.83
"2026-03-01","Lyft",6,247266,6.477,34.93,41.84,32.99,47.38,26.33,8637359.53,1601430.73
"2026-03-01","Lyft",7,187115,7.478,39.59,47.77,37.39,53.87,28.06,7408660.02,1399259.28
"2026-03-01","Lyft",8,150643,8.483,43.54,53.42,41.11,58.89,29.93,6558431.31,1277835.38
"2026-03-01","Lyft",9,130611,9.49,47.69,59.16,45.16,64.04,31.74,6229491.07,1239438.06
"2026-03-01","Lyft",10,106976,10.476,51.81,63.36,48.96,69.65,33.55,5542611.12,1120637.86
"2026-03-01","Lyft",11,78280,11.474,54.92,66.46,51.89,73.5,35.81,4298783.68,898207.84
"2026-03-01","Lyft",12,58246,12.475,57.98,70.23,54.87,76.96,37.75,3377163.33,726633.07
"2026-03-01","Lyft",13,48045,13.491,62.35,76.17,58.74,83.91,38.97,2995668.9,648157.65
"2026-03-01","Lyft",14,43845,14.494,66.41,80.9,62.58,88.46,40.63,2911777.19,635488.68
"2026-03-01","Lyft",15,36984,15.487,68.94,83.7,65,91.66,42.17,2549512.54,572778.66
"2026-03-01","Lyft",16,38861,16.516,75.34,92.86,71.01,102.1,44.46,2927746.33,641836.85
"2026-03-01","Lyft",17,43495,17.493,80.95,99.8,75.87,110.21,47.65,3520707.94,760864.37
"2026-03-01","Lyft",18,33127,18.462,83.44,101.81,78.11,113.28,49.3,2764161.52,611575.46
"2026-03-01","Lyft",19,21983,19.465,85.26,103.5,79.76,114.83,49.47,1874283.67,427902.71
"2026-03-01","Lyft",20,16299,20.478,86.76,105.09,81.23,116.3,50.22,1414110.68,333763.47
"2026-03-01","Lyft",21,12267,21.478,89.52,108.26,84.04,118.71,51.44,1098092.73,263465.42
"2026-03-01","Lyft",22,9832,22.483,91.54,110.8,86.64,120.58,51.64,900005.29,221053.61
"2026-03-01","Lyft",23,8242,23.488,93.6,113.15,88.25,123.84,51.34,771414.52,193586.34
"2026-03-01","Lyft",24,7149,24.501,96.15,115.98,90.73,125.53,51.89,687407.87,175158.78
"2026-03-01","Lyft",25,7140,25.488,97.72,116.98,93.01,127.99,52.33,697749.96,181986.03
"2026-03-01","Lyft",26,6763,26.494,100.2,119.55,95.69,131.54,52.99,677632.34,179179.99
"2026-03-01","Lyft",27,6163,27.501,103.81,124.27,99.19,136.15,54.02,639811.02,169490.79
"2026-03-01","Lyft",28,5745,28.476,106.81,127.64,101.76,138.93,55.37,613622.41,163592.07
"2026-03-01","Lyft",29,4358,29.483,111.74,133.15,106.75,145.28,56.96,486956.03,128486.77
"2026-03-01","Lyft",30,3677,30.492,114.75,136.69,108.94,148.78,57.69,421918.71,112120.4
"2026-03-01","Lyft",31,3272,31.495,117.05,138.61,112.13,149.33,58.39,382976.28,103051.86
"2026-03-01","Lyft",32,3126,32.483,119.07,140.44,114,151.59,59.06,372215.59,101541.26
"2026-03-01","Lyft",33,2427,33.49,123.07,144.6,117.17,157.33,60.89,298693.38,81279.35
"2026-03-01","Lyft",34,2170,34.487,125.75,147.1,119.63,158.98,62.33,272874.47,74837.24
"2026-03-01","Lyft",35,2109,35.495,129.23,150.55,122.58,166.13,62.29,272548.43,74858.19
"2026-03-01","Lyft",36,1817,36.483,130.88,153.09,124.44,164.89,64.19,237807.15,66290.32
"2026-03-01","Lyft",37,1690,37.5,134.12,155.71,128.44,169.14,64.66,226656.45,63374.99
"2026-03-01","Lyft",38,1596,38.494,137.26,158.55,130.47,174.17,66.19,219074.16,61436.93
"2026-03-01","Lyft",39,1516,39.475,138.65,159.1,132.46,177.52,67.46,210191.72,59844.45
"2026-03-01","Lyft",40,1316,40.491,142.91,164.6,135.65,184.04,68.58,188073.58,53285.94
"2026-03-01","Lyft",41,1105,41.49,145.67,167.22,139.36,185.51,69.61,160969.13,45846.18
"2026-03-01","Lyft",42,1066,42.49,151.37,173.67,144.23,193.33,69.33,161360.25,45294.4
"2026-03-01","Lyft",43,953,43.506,150.42,172.25,144.11,190.39,70.27,143354.07,41460.78
"2026-03-01","Lyft",44,905,44.505,152.99,174.51,145.3,198.7,71.14,138455.67,40276.97
"2026-03-01","Lyft",45,873,45.481,155.19,176.96,149.39,193.53,72.42,135480.17,39704.93
"2026-03-01","Lyft",46,696,46.508,158.12,179.78,149.38,203,73.02,110052.48,32369.55
"2026-03-01","Lyft",47,685,47.502,161.22,184.37,153.9,200.31,73.73,110435.71,32539.01
"2026-03-01","Lyft",48,588,48.467,164.53,187.63,157.85,203.48,75.54,96742.31,28498.32
"2026-03-01","Lyft",49,657,49.491,170.63,193.93,161.32,215.06,74.89,112104.25,32515.29
"2026-03-01","Lyft",50,537,50.473,176.38,199.79,171.64,220.7,78.84,94717.91,27103.8
"2026-03-01","Lyft",51,425,51.482,183.74,206.69,175.78,238.06,79.49,78090.93,21880.05
"2026-03-01","Lyft",52,395,52.503,184.56,207.86,175.79,235.9,80.36,72901.67,20738.51
"2026-03-01","Lyft",53,333,53.49,190.66,213.72,180.93,238.24,80.84,63488.64,17812.12
"2026-03-01","Lyft",54,278,54.497,194.2,217.8,184.5,252.54,83.12,53988.53,15150.23
"2026-03-01","Lyft",55,250,55.46,195.61,218.6,187.05,247.08,84.58,48903.35,13864.93
"2026-03-01","Lyft",56,297,56.517,199.19,222.87,190.17,239.24,84.7,59158.45,16785.63
"2026-03-01","Lyft",57,267,57.508,201.4,225.78,194.79,256.1,87.64,53772.59,15354.77
"2026-03-01","Lyft",58,210,58.484,207.41,232.26,197.26,261.31,87.82,43555.52,12281.61
"2026-03-01","Lyft",59,139,59.539,210.26,235.32,199.35,266.88,87.5,29226.01,8275.9
"2026-03-01","Lyft",60,2675,82.383,274.04,306.18,248.54,384.66,112.08,733062.74,220373.33
"2026-03-01","Uber",0,1850398,0.74,10.2,12.41,8.51,15.88,5.98,18873332.52,1369970.46
"2026-03-01","Uber",1,4001759,1.46,14.12,16.98,12.05,22.57,10.25,56518926.11,5841324.68
"2026-03-01","Uber",2,2403638,2.454,19.47,23.05,17.03,30.32,15.17,46789572.73,5899554.03
"2026-03-01","Uber",3,1598625,3.465,23.74,28.16,21.34,36.13,18.89,37958541,5539967.57
"2026-03-01","Uber",4,1141429,4.47,27.22,32.59,24.63,41.3,21.8,31071867.46,5102227.33
"2026-03-01","Uber",5,841625,5.47,30.44,36.43,27.52,46.78,24.09,25616932.4,4603517.35
"2026-03-01","Uber",6,645355,6.476,33.26,39.94,30.1,50.96,25.9,21462390.16,4179578.39
"2026-03-01","Uber",7,528998,7.479,36.9,44.76,33.37,56.38,27.67,19522360.67,3956634.53
"2026-03-01","Uber",8,457009,8.483,40.78,50.54,37.03,62.35,29.33,18635704.06,3876872.55
"2026-03-01","Uber",9,416185,9.488,46.17,58.02,42.02,71.45,31.2,19217316.65,3948588.55
"2026-03-01","Uber",10,349264,10.471,49.77,61.91,45.68,76.06,33.05,17384393.68,3657070.8
"2026-03-01","Uber",11,253436,11.474,50.99,62.46,47.24,75.99,35.15,12923959.11,2907863.45
"2026-03-01","Uber",12,197227,12.472,53.63,65.6,49.73,79.49,37.01,10577601.41,2459729.5
"2026-03-01","Uber",13,164648,13.485,58.49,72.08,54.12,87.95,38.42,9630132.26,2220260.7
"2026-03-01","Uber",14,146405,14.485,63.06,77.52,58.69,94,40.03,9232804.11,2120609.79
"2026-03-01","Uber",15,123445,15.478,66.52,81.27,61.95,98.39,42.02,8212074.53,1910633.74
"2026-03-01","Uber",16,127228,16.517,75.96,94.36,70.82,114.5,44.06,9664626.59,2101434.01
"2026-03-01","Uber",17,153316,17.494,86.39,107.58,81.21,128.88,47.88,13245158.64,2682067.89
"2026-03-01","Uber",18,114493,18.455,86.87,107.09,81.44,129.04,49.26,9945772.14,2113005.91
"2026-03-01","Uber",19,76012,19.462,86.2,105.65,80.76,127.29,48.98,6552156.2,1479360.44
"2026-03-01","Uber",20,55058,20.47,90.7,110.74,85.66,132.72,50.08,4994008.89,1127020.8
"2026-03-01","Uber",21,39843,21.472,95.63,116.26,90.88,139.71,51.8,3809998.34,855516.48
"2026-03-01","Uber",22,31281,22.474,98.83,119.78,93.93,144.38,52.22,3091592.03,703024.34
"2026-03-01","Uber",23,24869,23.478,102,123.22,96.63,148.53,52.17,2536606.45,583872.9
"2026-03-01","Uber",24,20818,24.492,106.58,128.25,101.15,153.9,52.7,2218819.42,509868.03
"2026-03-01","Uber",25,19752,25.485,111.07,133.25,105.33,160,52.97,2193786.87,503387.95
"2026-03-01","Uber",26,18019,26.487,116.71,139.55,110.58,166.86,53.88,2102914.36,477268.18
"2026-03-01","Uber",27,15869,27.497,122.31,146.56,116.14,173.89,55.01,1940974.75,436342.87
"2026-03-01","Uber",28,14754,28.472,126.73,151.88,120.49,178.88,56.74,1869734.04,420081.66
"2026-03-01","Uber",29,11177,29.481,132.41,157.47,125.55,187.51,57.85,1479909.06,329513.19
"2026-03-01","Uber",30,9752,30.484,136.87,161.63,129.93,193.3,58.3,1334724.98,297275.76
"2026-03-01","Uber",31,8498,31.49,140.69,164.96,134.04,198.63,58.88,1195580.39,267605.98
"2026-03-01","Uber",32,7999,32.488,143.57,167.49,136.83,199.52,59.11,1148400.48,259872.89
"2026-03-01","Uber",33,6452,33.481,148.68,172.95,141.51,207.68,61.43,959271.11,216016.77
"2026-03-01","Uber",34,5893,34.49,153.57,177.7,145.21,215.86,60.92,904978.83,203247.28
"2026-03-01","Uber",35,5478,35.483,157.34,181.88,149.45,218.16,62.38,861926.24,194374.49
"2026-03-01","Uber",36,4973,36.49,160.42,185.67,152.96,223.14,63.91,797772.42,181462.34
"2026-03-01","Uber",37,4393,37.488,165.08,189.98,156.48,227.47,65.01,725175.47,164685.51
"2026-03-01","Uber",38,4036,38.482,170.75,194.61,160.83,238.26,65.69,689140.17,155311.38
"2026-03-01","Uber",39,3769,39.482,174.17,197.5,165.28,240.18,66.79,656437.07,148806.02
"2026-03-01","Uber",40,3095,40.474,176.36,200.92,165.89,246.35,67.85,545837.47,125266.93
"2026-03-01","Uber",41,2835,41.492,183.14,208.25,172.71,254.5,68.78,519200.61,117630.51
"2026-03-01","Uber",42,2607,42.497,183.9,208.67,175.18,250.25,69.39,479432.5,110790.02
"2026-03-01","Uber",43,2345,43.485,185.73,210.8,177.87,252.63,70.62,435544.65,101971.18
"2026-03-01","Uber",44,2189,44.491,191.57,216.81,181.61,263.01,71.9,419343.79,97389.93
"2026-03-01","Uber",45,2137,45.497,196.36,221.31,185.88,269.99,72.32,419631.9,97227.26
"2026-03-01","Uber",46,1914,46.479,197.99,223.9,188.43,269.23,73.56,378951.58,88960.87
"2026-03-01","Uber",47,1840,47.492,199.72,225.87,190.27,269.43,74.84,367491.09,87384.94
"2026-03-01","Uber",48,1716,48.49,205.67,232.21,195.93,283.74,75.7,352933.06,83208.59
"2026-03-01","Uber",49,1669,49.494,211.35,238.33,200.17,289.84,75.93,352738.74,82606.17
"2026-03-01","Uber",50,1667,50.499,213.15,239.69,203.16,291.73,77.53,355322.09,84182.27
"2026-03-01","Uber",51,1482,51.479,221.75,249.23,208.73,306.15,79.16,328635.26,76292.3
"2026-03-01","Uber",52,1416,52.486,221.5,249.51,210.33,300.45,81.67,313642.16,74320.06
"2026-03-01","Uber",53,1253,53.488,222.99,250.7,213.02,304.28,82.86,279406.19,67020.78
"2026-03-01","Uber",54,1071,54.493,224.68,252.53,214.29,304.43,83.16,240635,58361.53
"2026-03-01","Uber",55,974,55.483,227.36,254.25,219.21,301.16,84.49,221446.99,54040.54
"2026-03-01","Uber",56,868,56.5,231.72,258.84,219.66,314.71,86.66,201130.07,49041.92
"2026-03-01","Uber",57,778,57.489,234.92,262.2,224.77,311.62,87.46,182769.96,44726.58
"2026-03-01","Uber",58,734,58.479,233.63,261.97,223.99,310.56,87.19,171482.73,42923.32
"2026-03-01","Uber",59,669,59.472,236.04,265.05,227.57,314.59,88.76,157910.15,39786.87
"2026-03-01","Uber",60,9164,80.455,296.46,330.38,265.16,427.22,110.87,2716732.87,737285.65
"2026-04-01","Lyft",0,705756,0.723,8.61,10.38,7.33,11.79,6.15,6079446.21,510412.63
"2026-04-01","Lyft",1,1348423,1.476,13.26,15.79,12.41,18.6,10.76,17879387.12,1990247.57
"2026-04-01","Lyft",2,877286,2.464,18.72,21.97,17.73,25.27,15.54,16421858.09,2162069.52
"2026-04-01","Lyft",3,596711,3.47,23.39,27.64,22.39,31.18,19.16,13958012.95,2070538.59
"2026-04-01","Lyft",4,440514,4.476,27.38,32.66,26.36,36.36,22.08,12061620.87,1971684.47
"2026-04-01","Lyft",5,325456,5.473,30.97,36.92,29.7,41.34,24.41,10080839.37,1781109.29
"2026-04-01","Lyft",6,241290,6.476,34.33,41.05,32.7,45.96,26.3,8284350.67,1562550.57
"2026-04-01","Lyft",7,183807,7.48,38.6,46.63,36.67,51.56,28.13,7094624.38,1374851.87
"2026-04-01","Lyft",8,148280,8.481,42.27,52.02,40.18,56.08,30.03,6268170.75,1257525.01
"2026-04-01","Lyft",9,127532,9.49,46.29,57.66,43.95,61.37,31.99,5902821.86,1210266.5
"2026-04-01","Lyft",10,105462,10.474,49.79,61.37,47.32,65.55,33.45,5251020.72,1104632.38
"2026-04-01","Lyft",11,76673,11.475,53.03,64.49,50.46,69.27,35.63,4066110.15,879818.99
"2026-04-01","Lyft",12,57173,12.476,56.22,68.35,53.54,72.95,37.4,3214056.1,713290.17
"2026-04-01","Lyft",13,47470,13.489,60.09,73.8,57.1,78.15,38.6,2852694.44,640336.09
"2026-04-01","Lyft",14,41317,14.488,63.81,78.24,60.69,83.01,40.38,2636283.3,598606.47
"2026-04-01","Lyft",15,34512,15.488,66.89,81.77,63.65,86.58,41.98,2308584.53,534521.29
"2026-04-01","Lyft",16,35919,16.51,72.64,90.1,68.86,95.52,44.48,2609119.96,593023.36
"2026-04-01","Lyft",17,38071,17.491,78.35,97.31,74,103.84,47.36,2982721.21,665889.86
"2026-04-01","Lyft",18,28248,18.462,81.33,99.93,76.75,107.98,49.07,2297289.48,521518.62
"2026-04-01","Lyft",19,19672,19.476,82.74,101.27,78.3,108.86,49.46,1627739.15,383122.19
"2026-04-01","Lyft",20,15014,20.476,84.64,103.08,80.29,109.88,49.73,1270786.42,307431.87
"2026-04-01","Lyft",21,11704,21.476,87.35,106.12,82.91,114.04,50.68,1022313.07,251350.68
"2026-04-01","Lyft",22,9371,22.491,89.78,109.03,85.54,115.94,51.06,841339.58,210764.8
"2026-04-01","Lyft",23,8039,23.484,91.45,111.01,87.87,117.09,50.79,735168.07,188791.31
"2026-04-01","Lyft",24,6889,24.502,94.43,114.36,90.47,122.23,51.35,650536.17,168793.91
"2026-04-01","Lyft",25,6964,25.492,95.51,114.89,92.22,123.16,52.07,665125.65,177528.13
"2026-04-01","Lyft",26,6491,26.486,98.6,118.28,95.02,127.68,52.85,640036.29,171918.14
"2026-04-01","Lyft",27,5720,27.501,103.23,124.1,99.2,134.33,53.99,590481.52,157304.25
"2026-04-01","Lyft",28,5328,28.485,105.29,126.72,101.2,135.73,54.86,561005.66,151766.99
"2026-04-01","Lyft",29,4253,29.482,109.91,131.99,105.18,140.1,56.79,467433.34,125388.61
"2026-04-01","Lyft",30,3678,30.498,113.34,135.43,108.62,144.4,57.9,416848.93,112173.1
"2026-04-01","Lyft",31,3293,31.504,115.19,136.77,110.74,145.65,58.53,379336.83,103741.19
"2026-04-01","Lyft",32,3169,32.471,118.86,140.34,113.47,151.32,59.01,376673.43,102901.96
"2026-04-01","Lyft",33,2377,33.488,122.11,143.91,116.79,154.73,61.05,290262.97,79601.49
"2026-04-01","Lyft",34,2151,34.497,125.9,147.21,120.3,159.21,62.48,270818.07,74203.91
"2026-04-01","Lyft",35,2004,35.491,127.55,148.61,122.07,159.36,62.43,255616.57,71123.35
"2026-04-01","Lyft",36,1840,36.487,131.4,153.09,125.6,166.34,63.73,241770.26,67136.07
"2026-04-01","Lyft",37,1633,37.5,133.91,155.54,128.65,169.51,65.02,218672.95,61238.12
"2026-04-01","Lyft",38,1507,38.481,136.73,158.35,131.04,172.04,66.6,206054.74,57991.24
"2026-04-01","Lyft",39,1446,39.494,138.92,159.83,133.05,174.93,67.58,200874.75,57108.51
"2026-04-01","Lyft",40,1177,40.487,143.14,164.79,136.02,181.96,68.45,168477.68,47653.44
"2026-04-01","Lyft",41,1060,41.497,146.19,168.8,139.51,184.59,69.7,154966.11,43987.14
"2026-04-01","Lyft",42,1008,42.505,151.21,173.62,144.16,194.01,70.8,152415.98,42844.8
"2026-04-01","Lyft",43,869,43.487,151.27,172.35,144.19,192.23,71.57,131451.01,37790.12
"2026-04-01","Lyft",44,926,44.5,151.88,173.49,147,189.8,72.37,140643.11,41206.7
"2026-04-01","Lyft",45,858,45.472,156.99,179.67,150.97,193.73,73.35,134697.46,39014.97
"2026-04-01","Lyft",46,696,46.497,159.68,182.67,152.14,203.43,73.49,111136.86,32361.75
"2026-04-01","Lyft",47,619,47.51,162.53,185.79,155.88,204.02,75.35,100608.73,29408.88
"2026-04-01","Lyft",48,630,48.515,166.9,189.99,159.96,213.45,77.29,105144.91,30564.14
"2026-04-01","Lyft",49,640,49.503,172.71,196.26,163.57,218.53,77.39,110536.61,31682.16
"2026-04-01","Lyft",50,515,50.478,174.03,197.72,167.12,222.17,78.69,89626.12,25996.13
